EC_No;TA_Taux01;RT_Base01;RT_Montant01;JO_Num;EC_Date;CT_Num;JO_Type
722903;19.0;249.391;47.384;03;2025-10-27;4110000341;1
722935;19.0;74.22;14.102;03;2025-10-28;4110000440;1
723009;19.0;25931.871;4927.055;03;2025-10-28;4110001684;1
723029;19.0;1573.159;298.9;03;2025-10-28;4110000216;1
723036;19.0;6911.657;1313.214;03;2025-10-28;4110000300;1
723040;19.0;8012.025;1522.287;03;2025-10-28;4110000240;1
723149;19.0;50.0;9.5;03;2025-10-29;4110000440;1
723213;19.0;2712.648;515.403;03;2025-10-29;4110000366;1
723369;19.0;11718.411;2226.496;03;2025-10-29;4110000022;1
723498;19.0;6794.405;1290.937;03;2025-10-29;4110000362;1
723526;19.0;5006.295;951.195;03;2025-10-29;4110000392;1
723532;7.0;999.808;69.987;03;2025-10-29;4110000353;1
723537;19.0;1613.497;306.564;03;2025-10-29;4110000342;1
723549;7.0;3743.508;262.046;03;2025-10-29;4110000264;1
723557;19.0;10.818;2.055;03;2025-10-29;4110000440;1
723657;19.0;1466.405;278.617;03;2025-10-29;4110005156;1
723674;19.0;9663.951;1836.151;03;2025-10-30;4110000958;1
723818;19.0;-8286.186;-1574.375;03;2025-10-30;4110001666;1
723911;19.0;974.79;185.21;03;2025-10-30;4110000556;1
723921;19.0;1956.074;371.654;03;2025-10-30;4110000455;1
723930;19.0;1691.52;321.389;03;2025-10-30;4110000301;1
723960;19.0;18.908;3.593;03;2025-10-30;4110000440;1
723983;19.0;1552.479;294.969;03;2025-10-30;4110000186;1
724001;19.0;958.0;182.02;03;2025-10-31;4110000552;1
724011;19.0;3489.719;663.048;03;2025-10-31;4110004371;1
724018;19.0;2563.942;487.152;03;2025-10-31;4110000397;1
724034;7.0;499.904;34.993;03;2025-10-31;4110000052;1
724281;19.0;624.342;118.626;03;2025-10-31;4110002811;1
724302;19.0;882.355;167.647;03;2025-10-31;4110000393;1
724408;19.0;612.007;116.281;03;2025-10-31;4110000509;1
724437;19.0;28478.451;5411.263;09;2025-10-27;1343;2
724463;19.0;1821.777;346.137;03;2025-10-31;4110000541;1
724479;19.0;3453.361;656.135;01;2025-10-31;1366;0
724495;19.0;-301.509;-57.287;03;2025-10-31;4110000541;1
724528;19.0;2087.825;396.688;03;2025-11-01;4110000013;1
724537;19.0;731.092;138.908;03;2025-11-01;4110000437;1
724544;19.0;8286.18;1574.374;03;2025-11-01;4110000534;1
724558;19.0;-1179.84;-224.17;03;2025-11-01;4110001891;1
724561;19.0;1152.545;218.984;03;2025-11-01;4110001891;1
724575;19.0;3477.627;660.749;03;2025-11-01;4110000977;1
724609;19.0;47.732;9.069;03;2025-11-01;4110000440;1
724695;19.0;15119.614;2872.725;03;2025-11-03;4110001684;1
724705;19.0;572.515;108.779;03;2025-11-03;4110000242;1
724742;19.0;1817.856;345.393;03;2025-11-03;4110002667;1
724753;19.0;3491.138;663.316;03;2025-11-03;4110000340;1
724757;19.0;6950.692;1320.631;03;2025-11-03;4110000403;1
724761;19.0;28193.962;5356.853;03;2025-11-03;4110001684;1
724800;19.0;6319.766;1200.755;03;2025-11-03;4110004419;1
724810;19.0;4923.003;935.37;03;2025-11-03;4110000424;1
724825;19.0;6472.207;1229.718;03;2025-11-03;4110000535;1
724829;19.0;10646.142;2022.767;03;2025-11-03;4110000022;1
724833;19.0;11679.972;2219.195;03;2025-11-03;4110000022;1
724841;19.0;88.234;16.764;03;2025-11-03;4110000440;1
724844;19.0;97.776;18.577;03;2025-11-03;4110000440;1
724849;7.0;9658.174;676.072;03;2025-11-03;4110000022;1
724859;19.0;6201.081;1178.206;03;2025-11-03;4110000326;1
724863;19.0;8117.617;1542.353;03;2025-11-03;4110000022;1
724867;19.0;13.109;2.491;03;2025-11-03;4110000440;1
724877;19.0;13729.893;2608.681;03;2025-11-03;4110001684;1
724894;19.0;1050.252;199.548;03;2025-11-03;4110000978;1
724926;19.0;8378.149;1591.851;01;2025-11-03;1345;0
724936;19.0;3655.792;694.6;01;2025-11-03;1098;0
724940;19.0;31107.793;5910.258;01;2025-11-03;1343;0
724944;19.0;13719.579;2606.72;01;2025-11-03;1098;0
724963;19.0;2231.08;423.92;01;2025-11-03;1345;0
724985;19.0;1916.885;364.208;03;2025-11-03;4110000038;1
724992;19.0;-1916.885;-364.208;03;2025-11-03;4110000038;1
725004;19.0;66.807;12.693;03;2025-11-03;4110000440;1
725007;19.0;21.344;4.055;03;2025-11-03;4110000440;1
725014;19.0;4112.628;781.399;03;2025-11-03;4110001891;1
725380;19.0;25931.863;4927.269;01;2025-11-04;1343;0
725421;7.0;499.904;34.993;10;2025-10-31;4110000052;2
725466;19.0;3098.521;588.718;10;2025-10-24;4110000407;2
725498;19.0;483.18;91.805;10;2025-10-16;4110000390;2
725517;19.0;1520.268;288.85;21;2025-10-31;4110000541;2
725535;19.0;2563.942;487.152;21;2025-10-31;4110000397;2
725651;19.0;4831.907;918.062;21;2025-10-27;4110001437;2
725665;19.0;612.003;116.281;21;2025-10-27;4110000439;2
725683;19.0;1386.56;263.446;21;2025-10-24;4110000408;2
725689;0.0;0.0;0.0;21;2025-10-24;4110000417;2
725781;19.0;1179.869;224.175;21;2025-10-22;4110000061;2
725837;19.0;3327.81;632.284;21;2025-10-17;4110002470;2
725861;19.0;4891.548;929.397;21;2025-10-17;4110000085;2
725865;19.0;3018.463;573.51;21;2025-10-17;4110001437;2
725871;19.0;2092.445;397.565;21;2025-10-16;4110000036;2
726279;19.0;2126.143;403.967;03;2025-11-04;4110002470;1
726287;7.0;2842.981;199.009;03;2025-11-04;4110005424;1
726295;19.0;4747.908;902.103;03;2025-11-04;4110000526;1
726301;19.0;1977.744;375.771;03;2025-11-04;4110000038;1
726733;19.0;2184.875;415.126;03;2025-11-04;4110000468;1
726742;19.0;2908.259;552.569;03;2025-11-04;4110000038;1
726748;19.0;-644.407;-122.437;03;2025-11-04;4110000038;1
726780;19.0;3453.361;656.135;09;2025-11-04;1366;2
726782;19.0;17375.371;3301.32;09;2025-11-04;1098;2
726784;19.0;25931.863;4927.269;09;2025-11-04;1343;2
726786;19.0;30226.801;5742.87;09;2025-11-04;1343;2
726788;19.0;22990.801;4368.708;09;2025-11-04;4104;2
726820;19.0;5095.643;968.169;03;2025-11-04;4110001379;1
726941;19.0;42.332;8.043;03;2025-11-05;4110000440;1
726974;19.0;9981.085;1896.407;03;2025-11-05;4110000022;1
726982;19.0;513.885;97.638;03;2025-11-05;4110000022;1
726990;19.0;856.475;162.73;03;2025-11-05;4110000022;1
727074;7.0;1246.474;87.253;03;2025-11-05;4110005289;1
727081;19.0;14296.979;2716.423;03;2025-11-05;4110001839;1
727087;19.0;3866.757;734.683;03;2025-11-05;4110004450;1
727111;19.0;2407.524;457.429;03;2025-11-05;4110005516;1
727115;19.0;3914.152;743.689;03;2025-11-05;4110005516;1
727155;19.0;54266.02;10311.498;01;2025-11-05;4104;0
727159;7.0;55318.496;3872.295;01;2025-11-05;1053;0
727184;19.0;5267.998;1000.918;03;2025-11-05;4110000462;1
727200;19.0;15275.7;2902.383;01;2025-11-05;4104;0
727293;19.0;31062.198;5902.169;01;2025-11-05;1343;0
727297;19.0;-152.731;-29.019;01;2025-11-05;1343;0
727325;19.0;20158.933;3831.022;01;2025-11-06;1098;0
727331;19.0;10570.95;2008.3;01;2025-11-06;1345;0
727353;19.0;1184.751;225.103;03;2025-11-06;4110000391;1
727465;19.0;1617.353;307.297;03;2025-11-06;4110000372;1
727469;19.0;1959.887;372.38;03;2025-11-06;4110000080;1
727508;19.0;1909.908;362.882;03;2025-11-06;4110000075;1
727519;19.0;5834.4;1108.536;03;2025-11-06;4110000213;1
727523;19.0;272.244;51.726;03;2025-11-06;4110000195;1
727548;19.0;3900.249;741.049;03;2025-11-06;4110000022;1
727625;19.0;9196.321;1747.483;09;2025-11-06;4104;2
727627;19.0;32187.123;6113.622;09;2025-11-06;4104;2
727638;19.0;5753.117;1093.093;03;2025-11-06;4110000121;1
727652;19.0;116.664;22.166;03;2025-11-06;4110000440;1
727655;19.0;29.903;5.682;03;2025-11-06;4110000440;1
727673;19.0;1491.779;283.439;03;2025-11-07;4110001747;1
727679;19.0;2893.04;549.677;03;2025-11-07;4110001643;1
727704;19.0;874.0;166.06;03;2025-11-07;4110004332;1
727717;19.0;1731.2;328.928;03;2025-11-07;4110000552;1
727816;19.0;2672.945;507.86;03;2025-11-07;4110000282;1
727833;19.0;3285.337;624.214;03;2025-11-07;4110000341;1
727869;19.0;3679.119;699.032;03;2025-11-07;4110000502;1
727876;19.0;2444.33;464.422;03;2025-11-07;4110000407;1
727884;19.0;808.676;153.649;03;2025-11-07;4110000423;1
727903;19.0;-39.335;-7.474;03;2025-11-07;4110000423;1
727962;19.0;31.957;6.072;03;2025-11-07;4110000440;1
728029;19.0;968.74;184.061;03;2025-11-08;4110000186;1
728168;19.0;2691.025;511.295;03;2025-11-10;4110000036;1
728176;19.0;752.1;142.899;03;2025-11-10;4110000959;1
728180;19.0;974.783;185.209;03;2025-11-10;4110000414;1
728184;7.0;1746.729;122.271;03;2025-11-10;4110000364;1
728194;19.0;5111.184;971.125;03;2025-11-10;4110000545;1
728228;19.0;26125.81;4963.904;03;2025-11-10;4110001684;1
728263;19.0;442.884;84.148;05;2025-10-17;4110000048;2
728273;19.0;1890.834;359.258;05;2025-10-17;4110000097;2
728381;19.0;25.21;4.79;05;2025-11-05;4110000440;2
728395;7.0;1246.474;87.253;05;2025-11-05;4110005289;2
728413;19.0;5095.643;968.169;05;2025-11-04;4110001379;2
728427;19.0;4241.596;805.903;05;2025-11-04;4110000038;2
728459;19.0;6421.216;1220.03;05;2025-11-03;4110000535;2
728467;19.0;1817.856;345.393;05;2025-11-03;4110002667;2
728491;19.0;624.342;118.626;05;2025-10-31;4110002811;2
728637;19.0;403.374;76.641;05;2025-10-24;4110000423;2
728781;19.0;1492.015;283.485;05;2025-10-20;4110002667;2
728920;19.0;78.028;14.825;03;2025-11-10;4110000440;1
728925;19.0;4074.665;774.186;03;2025-11-10;4110000022;1
729036;19.0;20158.933;3831.022;09;2025-11-10;1098;2
729038;19.0;31062.198;5902.169;09;2025-11-10;1343;2
729112;19.0;7928.584;1506.431;03;2025-11-10;4110000022;1
729132;19.0;76.566;14.548;03;2025-11-10;4110000440;1
729165;19.0;1175.506;223.346;03;2025-11-11;4110001247;1
729208;19.0;89794.88;17061.027;01;2025-11-11;1098;0
729308;19.0;26125.793;4964.117;01;2025-11-11;1343;0
729429;19.0;5206.006;989.141;03;2025-11-11;4110000274;1
729457;19.0;884.406;168.038;03;2025-11-11;4110000267;1
729469;19.0;5.504;1.046;03;2025-11-11;4110000440;1
729553;19.0;350.26;66.549;03;2025-11-11;4110004453;1
729559;19.0;24.202;4.598;03;2025-11-11;4110000440;1
729755;19.0;774.2;147.098;03;2025-11-12;4110000022;1
729779;19.0;120.504;22.896;03;2025-11-12;4110000416;1
729863;19.0;5664.001;1076.16;03;2025-11-12;4110000424;1
729878;19.0;2963.645;563.093;03;2025-11-12;4110000270;1
729985;19.0;836.347;158.908;03;2025-11-12;4110005199;1
730002;19.0;6480.548;1231.304;03;2025-11-12;4110000203;1
730009;19.0;2763.171;525.002;03;2025-11-12;4110000038;1
730013;19.0;-834.517;-158.558;03;2025-11-12;4110000038;1
730060;19.0;27391.392;5204.364;01;2025-11-13;5207;0
730066;19.0;32187.121;6116.192;01;2025-11-13;4104;0
730086;19.0;9326.976;1772.098;01;2025-11-13;4104;0
730203;19.0;-1162.977;-220.966;03;2025-11-13;4110000022;1
730208;19.0;39.5;7.505;03;2025-11-13;4110000440;1
730226;19.0;3400.876;646.167;03;2025-11-13;4110000273;1
730249;19.0;1613.511;306.567;03;2025-11-13;4110000172;1
730260;19.0;2156.767;409.786;03;2025-11-13;4110000333;1
730310;19.0;4251.245;807.736;05;2025-11-10;4110000375;2
730390;19.0;769.341;146.175;05;2025-11-07;4110000423;2
730414;19.0;6321.676;1201.118;05;2025-11-06;4110005516;2
730418;19.0;731.092;138.908;05;2025-11-06;4110000437;2
730438;19.0;-209.503;-39.806;03;2025-11-13;4110000368;1
730442;19.0;209.503;39.806;03;2025-11-13;4110000368;1
730470;19.0;2444.33;464.422;10;2025-11-07;4110000407;2
730476;19.0;1909.908;362.882;10;2025-11-06;4110000075;2
730494;19.0;2184.875;415.126;10;2025-11-04;4110000468;2
730496;19.0;4076.741;774.58;10;2025-11-03;4110001891;2
730744;19.0;5267.998;1000.918;21;2025-11-05;4110000462;2
730760;19.0;808.601;153.634;21;2025-11-05;4110002517;2
730792;19.0;2126.143;403.967;21;2025-11-04;4110002470;2
730794;7.0;2842.981;199.009;21;2025-11-04;4110005424;2
730814;19.0;6933.547;1317.373;21;2025-11-03;4110000403;2
730822;19.0;882.355;167.647;21;2025-11-01;4110000393;2
731126;19.0;1366.982;259.726;03;2025-11-14;4110000526;1
731137;19.0;3906.737;742.28;03;2025-11-14;4110000100;1
731147;19.0;8406.93;1597.317;03;2025-11-14;4110000953;1
731163;19.0;4276.99;812.628;03;2025-11-14;4110000353;1
731169;19.0;-2893.048;-549.679;03;2025-11-14;4110001643;1
731172;19.0;2835.187;538.686;03;2025-11-14;4110001643;1
731272;19.0;5901.875;1121.356;03;2025-11-14;4110000408;1
731276;19.0;6711.088;1275.107;03;2025-11-14;4110000407;1
731310;19.0;-13.77;-2.616;03;2025-11-14;4110000407;1
731337;19.0;32187.123;6116.19;01;2025-11-14;4104;0
731371;19.0;4492.374;853.554;03;2025-11-14;4110000166;1
731378;19.0;1155.847;219.612;03;2025-11-14;4110000439;1
731460;19.0;4253.875;808.236;03;2025-11-15;4110000375;1
731466;19.0;3751.08;712.709;03;2025-11-15;4110000341;1
731515;19.0;2511.636;477.212;03;2025-11-17;4110001437;1
731522;19.0;383.475;72.861;03;2025-11-17;4110002811;1
731540;19.0;890.769;169.246;03;2025-11-17;4110000013;1
731610;19.0;8965.565;1703.457;03;2025-11-17;4110001464;1
731619;19.0;7064.232;1342.204;03;2025-11-17;4110000066;1
731668;19.0;1626.6;309.053;03;2025-11-17;4110005464;1
731731;19.0;2206.872;419.306;03;2025-11-17;4110000213;1
731750;19.0;2148.846;408.281;03;2025-11-17;4110000321;1
731757;19.0;668.067;126.933;03;2025-11-17;4110000374;1
731769;19.0;41.726;7.928;03;2025-11-17;4110000440;1
731898;19.0;-37.543;-7.133;01;2025-11-18;1343;0
731901;19.0;27802.41;5282.755;01;2025-11-18;1343;0
731912;19.0;787.452;149.615;03;2025-11-18;4110001891;1
731921;19.0;806.748;153.282;03;2025-11-18;4110005421;1
731928;19.0;1289.532;245.011;03;2025-11-18;4110000075;1
731936;19.0;1472.699;279.813;03;2025-11-18;4110000080;1
731943;19.0;1226.078;232.955;03;2025-11-18;4110000959;1
731997;19.0;-249.148;-47.338;01;2025-11-18;1343;0
732004;19.0;1130.846;214.861;03;2025-11-18;4110000022;1
732008;19.0;1431.847;272.052;03;2025-11-18;4110000022;1
732031;19.0;1617.353;307.297;21;2025-11-06;4110000372;2
732080;19.0;1497.289;284.485;03;2025-11-18;4110000214;1
732101;19.0;567.25;107.778;03;2025-11-18;4110000408;1
732105;19.0;-567.25;-107.778;03;2025-11-18;4110000408;1
732148;19.0;69541.72;13213.881;09;2025-11-18;4104;2
732150;19.0;89794.88;17061.027;09;2025-11-18;1098;2
732152;19.0;89794.88;17061.027;09;2025-11-18;1098;2
732158;19.0;27802.41;5282.755;09;2025-11-18;1343;2
732160;19.0;24347.471;4626.235;09;2025-11-18;1343;2
732165;19.0;-150.769;-28.646;03;2025-11-18;4110000022;1
732168;19.0;-239.079;-45.425;03;2025-11-18;4110000022;1
732181;19.0;947.975;180.115;03;2025-11-19;4110000036;1
732189;19.0;806.748;153.282;03;2025-11-19;4110000424;1
732193;19.0;718.487;136.512;03;2025-11-19;4110000552;1
732197;19.0;2396.042;455.248;03;2025-11-19;4110000407;1
732204;19.0;573.6;108.984;03;2025-11-19;4110000408;1
732221;19.0;612.007;116.281;03;2025-11-19;4110000509;1
732256;19.0;7701.81;1463.346;03;2025-11-19;4110000403;1
732266;19.0;3022.756;574.324;03;2025-11-19;4110000977;1
732278;19.0;2772.447;526.765;03;2025-11-19;4110004331;1
732317;19.0;-54.619;-10.378;03;2025-11-19;4110000959;1
732339;19.0;7962.448;1512.865;03;2025-11-19;4110000559;1
732347;19.0;1573.159;298.9;03;2025-11-19;4110000216;1
732396;19.0;90.16;17.13;01;2025-11-19;4104;0
732560;19.0;3920.093;744.817;03;2025-11-20;4110002667;1
732588;19.0;16.933;3.217;03;2025-11-21;4110000440;1
732591;19.0;72.439;13.763;03;2025-11-21;4110000440;1
732652;19.0;-2224.234;-422.604;03;2025-11-21;4110002667;1
732795;19.0;2882.037;547.588;03;2025-11-21;4110000541;1
732813;19.0;668.067;126.933;03;2025-11-21;4110000301;1
732832;19.0;2029.154;385.539;03;2025-11-21;4110005199;1
732859;19.0;18429.641;3501.769;01;2025-11-21;1346;0
732887;19.0;27391.392;5204.364;35;2025-11-10;5207;2
732889;19.0;712.116;135.302;03;2025-11-21;4110000022;1
732906;19.0;2021.099;384.009;03;2025-11-21;4110000393;1
732913;19.0;2076.178;394.474;03;2025-11-21;4110000366;1
732928;19.0;7400.345;1406.065;03;2025-11-21;4110004303;1
732932;19.0;1226.919;233.115;03;2025-11-21;4110001643;1
732947;19.0;5447.317;1034.989;03;2025-11-21;4110001643;1
732953;19.0;42761.629;8124.711;03;2025-11-21;4110000260;1
732960;19.0;1461.972;277.775;03;2025-11-22;4110000229;1
732992;19.0;-60.504;-11.496;03;2025-11-22;4110000229;1
733049;19.0;974.783;185.209;21;2025-11-10;4110000414;2
733072;1.0;0.0;0.0;06;2025-11-22;;3
733134;19.0;2544.539;483.461;03;2025-11-24;4110000420;1
733138;19.0;3378.14;641.847;03;2025-11-24;4110003457;1
733144;19.0;2941.189;558.826;03;2025-11-24;4110000085;1
733151;19.0;1458.267;277.07;03;2025-11-24;4110000321;1
733191;19.0;3417.455;649.316;03;2025-11-24;4110000534;1
733213;19.0;25721.249;4887.037;03;2025-11-24;4110001684;1
733232;19.0;452.269;85.931;03;2025-11-24;4110000386;1
733243;19.0;9281.74;1763.534;03;2025-11-24;4110000022;1
733258;19.0;29911.035;5683.003;09;2025-11-22;1366;2
733260;19.0;18429.641;3501.769;09;2025-11-22;1346;2
733309;19.0;1135.376;215.721;03;2025-11-25;4110000080;1
733318;19.0;64.033;12.166;03;2025-11-25;4110000440;1
733321;19.0;47.899;9.101;03;2025-11-25;4110000440;1
733354;19.0;342.594;65.093;03;2025-11-25;4110000022;1
733358;19.0;135.302;25.707;03;2025-11-25;4110000022;1
733371;19.0;8899.765;1690.954;03;2025-11-25;4110000022;1
733391;19.0;1928.654;366.444;05;2025-11-12;4110000038;2
733419;19.0;39.5;7.505;05;2025-11-13;4110000440;2
733477;19.0;383.475;72.861;05;2025-11-17;4110002811;2
733503;19.0;7895.83;1500.208;05;2025-11-19;4110000559;2
733543;19.0;806.748;153.282;05;2025-11-19;4110000424;2
733564;19.0;-342.594;-65.093;03;2025-11-25;4110000022;1
733568;19.0;4146.384;787.813;03;2025-11-25;4110000022;1
733576;19.0;7940.744;1508.741;03;2025-11-25;4110000264;1
733580;19.0;4979.486;946.104;03;2025-11-25;4110000300;1
733602;19.0;4756.139;903.667;03;2025-11-26;4110000256;1
733618;19.0;2640.404;501.676;03;2025-11-26;4110000540;1
733622;19.0;1771.018;336.494;03;2025-11-26;4110000386;1
733626;19.0;1965.161;373.381;03;2025-11-26;4110000282;1
733639;19.0;1772.264;336.73;03;2025-11-26;4110000424;1
733665;19.0;746.098;141.76;03;2025-11-26;4110000242;1
733669;19.0;4422.005;840.181;03;2025-11-26;4110005424;1
733673;19.0;860.529;163.5;03;2025-11-26;4110000038;1
733679;19.0;44571.26;8469.182;01;2025-11-27;4104;0
733683;19.0;-13.314;-2.53;01;2025-11-27;1343;0
733686;19.0;28713.759;5455.815;01;2025-11-27;1343;0
733690;19.0;7842.3;1490.037;01;2025-11-27;1345;0
733712;19.0;25721.241;4887.194;01;2025-11-27;1343;0
733716;19.0;806.748;153.282;03;2025-11-27;4110000146;1
733725;19.0;13.909;2.643;03;2025-11-27;4110000440;1
733728;19.0;27.817;5.285;03;2025-11-27;4110000440;1
733734;19.0;1541.231;292.834;03;2025-11-27;4110000341;1
733756;19.0;-208.629;-39.64;03;2025-11-27;4110000350;1
733768;19.0;-3.503;-0.666;03;2025-11-27;4110000953;1
733787;19.0;44.472;8.45;03;2025-11-27;4110000022;1
733819;19.0;822.048;156.188;03;2025-11-27;4110000552;1
733841;19.0;2999.017;569.815;03;2025-11-27;4110001437;1
733856;19.0;269.748;51.252;03;2025-11-27;4110000121;1
733867;19.0;-149.244;-28.356;03;2025-11-27;4110000121;1
733878;19.0;-44.472;-8.45;03;2025-11-27;4110000022;1
733882;19.0;44.472;8.45;03;2025-11-27;4110000022;1
733899;19.0;32187.121;6116.192;01;2025-11-28;4104;0
733909;19.0;13341.656;2534.909;01;2025-11-28;1366;0
733921;19.0;1184.88;225.127;03;2025-11-28;4110002470;1
733930;19.0;478.991;91.008;03;2025-11-28;4110000363;1
734142;19.0;974.79;185.21;03;2025-11-28;4110000388;1
734173;19.0;436.996;83.029;03;2025-11-28;4110000390;1
734185;19.0;1236.361;234.909;03;2025-11-28;4110001747;1
734192;19.0;1030.438;195.783;03;2025-11-28;4110004371;1
734202;19.0;11.933;2.267;03;2025-11-28;4110000440;1
734214;19.0;873.954;166.051;03;2025-11-28;4110000552;1
734221;19.0;273.1;51.889;03;2025-11-28;4110000959;1
734232;19.0;2920.765;554.945;03;2025-11-28;4110000395;1
734236;19.0;12.101;2.299;03;2025-11-28;4110000440;1
734269;19.0;1695.859;322.213;05;2025-11-20;4110002667;2
734289;19.0;2772.447;526.765;05;2025-11-20;4110004331;2
734353;19.0;1289.532;245.011;10;2025-11-18;4110000075;2
734355;19.0;787.452;149.615;10;2025-11-18;4110001891;2
734361;19.0;2396.042;455.248;10;2025-11-19;4110000407;2
734459;19.0;2087.825;396.688;21;2025-11-14;4110000013;2
734471;19.0;5901.875;1121.356;21;2025-11-14;4110000408;2
734485;19.0;452.269;85.931;21;2025-11-14;4110000386;2
734523;19.0;2511.636;477.212;21;2025-11-17;4110001437;2
734529;19.0;890.769;169.246;21;2025-11-17;4110000013;2
734571;19.0;947.975;180.115;21;2025-11-19;4110000036;2
734573;19.0;573.6;108.984;21;2025-11-19;4110000408;2
734577;19.0;1155.847;219.612;21;2025-11-20;4110000439;2
734617;19.0;2021.099;384.009;21;2025-11-21;4110000393;2
734625;19.0;2882.037;547.588;21;2025-11-21;4110000541;2
734914;19.0;25721.241;4887.194;09;2025-12-01;1343;2
734916;19.0;28713.759;5455.815;09;2025-12-01;1343;2
734926;19.0;44316.679;8419.908;02;2025-11-26;1345;2
734974;19.0;5669.355;1077.178;03;2025-12-01;4110000407;1
734995;19.0;1788.354;339.787;03;2025-12-01;4110002667;1
735004;19.0;44.22;8.402;03;2025-12-01;4110000440;1
735019;19.0;3413.852;648.632;03;2025-12-01;4110000022;1
735067;19.0;2035.241;386.697;03;2025-12-01;4110000350;1
735089;19.0;8670.511;1647.398;03;2025-12-01;4110001839;1
735095;19.0;1336.14;253.867;03;2025-12-01;4110000066;1
735120;19.0;3009.892;571.879;03;2025-12-01;4110000172;1
735135;19.0;797.892;151.599;03;2025-12-01;4110000511;1
735146;19.0;16208.39;3079.593;03;2025-12-01;4110000017;1
735160;19.0;1235.348;234.717;03;2025-12-01;4110004333;1
735168;19.0;47.977;9.116;03;2025-12-01;4110000440;1
735171;19.0;921.191;175.025;03;2025-12-01;4110000397;1
735175;19.0;243.697;46.303;03;2025-12-01;4110000346;1
735179;19.0;1325.801;251.902;03;2025-12-01;4110000319;1
735187;19.0;1286.52;244.439;03;2025-12-01;4110003141;1
735197;19.0;1084.028;205.966;03;2025-12-01;4110000439;1
735205;19.0;2586.574;491.449;03;2025-12-01;4110001379;1
735222;19.0;3590.699;682.234;03;2025-12-01;4110000022;1
735226;19.0;-4756.139;-903.667;03;2025-12-01;4110000256;1
735230;19.0;4734.977;899.646;03;2025-12-01;4110000256;1
735279;19.0;32187.122;6116.191;01;2025-12-02;4104;0
735354;19.0;5662.556;1075.886;03;2025-12-02;4110000380;1
735437;19.0;3428.672;651.448;03;2025-12-02;4110000333;1
735672;19.0;987.398;187.606;03;2025-12-02;4110000326;1
735682;19.0;618.945;117.6;03;2025-12-02;4110000391;1
736060;19.0;838.013;159.222;03;2025-12-03;4110000526;1
736064;19.0;1162.483;220.872;03;2025-12-03;4110000301;1
736073;19.0;-605.408;-115.027;03;2025-12-03;4110000022;1
736104;19.0;605.408;115.027;03;2025-12-03;4110000022;1
736108;19.0;201.801;38.342;03;2025-12-03;4110000022;1
736112;19.0;6119.505;1162.708;03;2025-12-03;4110000230;1
736231;19.0;2768.17;525.952;03;2025-12-04;4110000105;1
736235;19.0;2836.248;538.887;03;2025-12-04;4110000097;1
736239;19.0;940.94;178.778;03;2025-12-04;4110000229;1
736248;19.0;1302.633;247.5;03;2025-12-04;4110000022;1
736252;19.0;1789.907;340.081;03;2025-12-04;4110000022;1
736291;19.0;478.991;91.008;03;2025-12-04;4110000013;1
736307;19.0;4707.25;894.378;21;2025-10-24;4110000036;2
736381;19.0;2901.517;551.287;03;2025-12-04;4110001011;1
736405;19.0;3827.722;727.267;03;2025-12-05;4110000022;1
736427;19.0;28042.83;5328.138;03;2025-12-05;4110001684;1
736433;19.0;998.337;189.684;03;2025-12-05;4110000264;1
736451;19.0;335.716;63.786;03;2025-12-05;4110000393;1
736562;19.0;6837.405;1299.107;03;2025-12-06;4110000216;1
736566;19.0;2339.503;444.506;03;2025-12-06;4110005429;1
736572;19.0;5732.788;1089.228;03;2025-12-06;4110000545;1
736589;19.0;27391.392;5204.384;35;2025-12-04;5207;2
736608;19.0;498.284;94.673;03;2025-12-06;4110000341;1
736683;19.0;33063.719;6282.314;01;2025-12-08;1343;0
736704;19.0;884.411;168.037;03;2025-12-08;4110001247;1
736718;19.0;1479.472;281.1;03;2025-12-08;4110000475;1
736722;19.0;403.374;76.641;03;2025-12-08;4110001647;1
736737;19.0;627.525;119.23;03;2025-12-08;4110000022;1
736760;19.0;9087.111;1726.551;03;2025-12-08;4110000535;1
736769;19.0;50852.949;9662.06;03;2025-12-08;4110000535;1
736827;19.0;8848.049;1681.201;01;2025-12-08;1345;0
736843;19.0;32277.281;6133.325;01;2025-12-08;4104;0
736884;19.0;197.478;37.522;03;2025-12-08;4110002811;1
736899;19.0;2397.608;455.546;03;2025-12-08;4110005108;1
736927;19.0;2016.871;383.205;03;2025-12-08;4110000061;1
736971;19.0;2460.128;467.424;03;2025-12-08;4110005516;1
736975;19.0;17.479;3.321;03;2025-12-08;4110000440;1
737040;19.0;21.344;4.055;03;2025-12-08;4110000440;1
737069;19.0;85.946;16.33;03;2025-12-09;4110000440;1
737072;19.0;28042.818;5328.425;01;2025-12-09;1343;0
737076;19.0;27391.392;5204.384;01;2025-12-09;5207;0
737082;19.0;32442.96;6164.394;01;2025-12-09;1343;0
737122;19.0;64.033;12.166;05;2025-11-24;4110000440;2
737174;19.0;2941.189;558.826;21;2025-11-24;4110000085;2
737250;19.0;676.255;128.488;03;2025-12-09;4110000386;1
737254;19.0;2347.13;445.954;03;2025-12-09;4110000372;1
737260;19.0;197.5;37.525;03;2025-12-09;4110005154;1
737271;19.0;5398.272;1025.672;03;2025-12-09;4110000424;1
737282;19.0;2959.934;562.388;03;2025-12-09;4110001437;1
737299;19.0;3646.245;692.79;03;2025-12-09;4110005154;1
737320;19.0;3438.947;653.401;03;2025-12-09;4110000022;1
