CT_Num;CT_Sommeil;CT_Encours;CT_SvCA
1038;0;0.0;0.0
1039;0;0.0;0.0
1040;0;0.0;0.0
1041;0;0.0;0.0
1042;0;0.0;0.0
1043;0;0.0;0.0
1044;0;0.0;0.0
1045;0;0.0;0.0
1047;0;0.0;0.0
1048;0;0.0;0.0
1049;0;0.0;0.0
1050;0;0.0;0.0
1051;0;0.0;0.0
1052;0;0.0;0.0
1053;0;0.0;0.0
1054;0;0.0;0.0
1055;0;0.0;0.0
1056;0;0.0;0.0
1057;0;0.0;0.0
1058;0;0.0;0.0
1059;0;0.0;0.0
1060;0;0.0;0.0
1061;0;0.0;0.0
1062;0;0.0;0.0
1063;0;0.0;0.0
1064;0;0.0;0.0
1065;0;0.0;0.0
1066;0;0.0;0.0
1067;0;0.0;0.0
1068;0;0.0;0.0
1069;0;0.0;0.0
1070;0;0.0;0.0
1071;0;0.0;0.0
1072;0;0.0;0.0
1073;0;0.0;0.0
1074;0;0.0;0.0
1075;0;0.0;0.0
1076;0;0.0;0.0
1077;0;0.0;0.0
1078;0;0.0;0.0
1079;0;0.0;0.0
1081;0;0.0;0.0
1082;0;0.0;0.0
1083;0;0.0;0.0
1084;0;0.0;0.0
1085;0;0.0;0.0
1086;0;0.0;0.0
1087;0;0.0;0.0
1088;0;0.0;0.0
1089;0;0.0;0.0
1090;0;0.0;0.0
1091;0;0.0;0.0
1092;0;0.0;0.0
1093;0;0.0;0.0
1094;0;0.0;0.0
1095;0;0.0;0.0
1096;0;0.0;0.0
1097;0;0.0;0.0
1098;0;0.0;0.0
1099;0;0.0;0.0
1100;0;0.0;0.0
1101;0;0.0;0.0
1102;0;0.0;0.0
1103;0;0.0;0.0
1104;0;0.0;0.0
1105;0;0.0;0.0
1106;0;0.0;0.0
1107;0;0.0;0.0
1108;0;0.0;0.0
1109;0;0.0;0.0
1110;0;0.0;0.0
1111;0;0.0;0.0
1112;0;0.0;0.0
1113;0;0.0;0.0
1114;0;0.0;0.0
1115;0;0.0;0.0
1116;0;0.0;0.0
1117;0;0.0;0.0
1118;0;0.0;0.0
1119;0;0.0;0.0
1120;0;0.0;0.0
1121;0;0.0;0.0
1122;0;0.0;0.0
1123;0;0.0;0.0
1124;0;0.0;0.0
1125;0;0.0;0.0
1126;0;0.0;0.0
1127;0;0.0;0.0
1128;0;0.0;0.0
1129;0;0.0;0.0
1130;0;0.0;0.0
1131;0;0.0;0.0
1132;0;0.0;0.0
1133;0;0.0;0.0
1134;0;0.0;0.0
1135;0;0.0;0.0
1136;0;0.0;0.0
1137;0;0.0;0.0
1138;0;0.0;0.0
1139;0;0.0;0.0
1140;0;0.0;0.0
1141;0;0.0;0.0
1142;0;0.0;0.0
1143;0;0.0;0.0
1144;0;0.0;0.0
1145;0;0.0;0.0
1146;0;0.0;0.0
1147;0;0.0;0.0
1148;0;0.0;0.0
1149;0;0.0;0.0
1150;0;0.0;0.0
1151;0;0.0;0.0
1152;0;0.0;0.0
1153;0;0.0;0.0
1154;0;0.0;0.0
1155;0;0.0;0.0
1156;0;0.0;0.0
1157;0;0.0;0.0
1158;0;0.0;0.0
1159;0;0.0;0.0
1160;0;0.0;0.0
1161;0;0.0;0.0
1162;0;0.0;0.0
1163;0;0.0;0.0
1164;0;0.0;0.0
1165;0;0.0;0.0
1166;0;0.0;0.0
1167;0;0.0;0.0
1168;0;0.0;0.0
1169;0;0.0;0.0
1170;0;0.0;0.0
1171;0;0.0;0.0
1172;0;0.0;0.0
1173;0;0.0;0.0
1174;0;0.0;0.0
1175;0;0.0;0.0
1176;0;0.0;0.0
1177;0;0.0;0.0
1178;0;0.0;0.0
1179;0;0.0;0.0
1180;0;0.0;0.0
1181;0;0.0;0.0
1182;0;0.0;0.0
1183;0;0.0;0.0
1184;0;0.0;0.0
1185;0;0.0;0.0
1186;0;0.0;0.0
1187;0;0.0;0.0
1188;0;0.0;0.0
1189;0;0.0;0.0
1190;0;0.0;0.0
1191;0;0.0;0.0
1192;1;0.0;0.0
1193;0;0.0;0.0
1194;0;0.0;0.0
1195;0;0.0;0.0
1196;0;0.0;0.0
1197;0;0.0;0.0
1198;0;0.0;0.0
1199;0;0.0;0.0
1200;0;0.0;0.0
1201;0;0.0;0.0
1202;0;0.0;0.0
1203;0;0.0;0.0
1204;0;0.0;0.0
1205;0;0.0;0.0
1206;0;0.0;0.0
1207;0;0.0;0.0
1208;0;0.0;0.0
1209;0;0.0;0.0
1210;0;0.0;0.0
1211;0;0.0;0.0
1212;0;0.0;0.0
1213;0;0.0;0.0
1214;0;0.0;0.0
1256;0;0.0;0.0
1287;0;0.0;0.0
1288;0;0.0;0.0
1290;0;0.0;0.0
1291;0;0.0;0.0
1292;0;0.0;0.0
1293;0;0.0;0.0
1295;0;0.0;0.0
1297;0;0.0;0.0
1299;0;0.0;0.0
1301;0;0.0;0.0
2000;0;0.0;0.0
2001;0;0.0;0.0
2002;0;0.0;0.0
2003;0;0.0;0.0
2004;0;0.0;0.0
2005;0;0.0;0.0
2006;0;0.0;0.0
200678;0;0.0;0.0
2007;0;0.0;0.0
2008;0;0.0;0.0
2009;0;0.0;0.0
2539;0;0.0;0.0
2583;0;0.0;0.0
3000;0;0.0;0.0
3001;0;0.0;0.0
3002;0;0.0;0.0
3003;0;0.0;0.0
3004;0;0.0;0.0
3006;0;0.0;0.0
3008;0;0.0;0.0
3009;0;0.0;0.0
3010;0;0.0;0.0
3011;0;0.0;0.0
3012;0;0.0;0.0
3013;0;0.0;0.0
3014;0;0.0;0.0
3015;0;0.0;0.0
3016;0;0.0;0.0
3017;0;0.0;0.0
3018;0;0.0;0.0
3019;0;0.0;0.0
3020;0;0.0;0.0
3021;0;0.0;0.0
3023;0;0.0;0.0
3024;0;0.0;0.0
3025;0;0.0;0.0
3026;0;0.0;0.0
3027;0;0.0;0.0
3028;0;0.0;0.0
3029;0;0.0;0.0
3030;0;0.0;0.0
3031;0;0.0;0.0
3032;0;0.0;0.0
3033;0;0.0;0.0
3034;0;0.0;0.0
3035;0;0.0;0.0
3036;0;0.0;0.0
3037;0;0.0;0.0
3038;0;0.0;0.0
3039;0;0.0;0.0
3040;0;0.0;0.0
3041;0;0.0;0.0
3042;0;0.0;0.0
3043;0;0.0;0.0
3044;0;0.0;0.0
3045;0;0.0;0.0
3046;0;0.0;0.0
3047;0;0.0;0.0
3048;0;0.0;0.0
3049;0;0.0;0.0
3050;0;0.0;0.0
3051;0;0.0;0.0
3052;0;0.0;0.0
3053;0;0.0;0.0
3054;0;0.0;0.0
3055;0;0.0;0.0
3056;0;0.0;0.0
3057;0;0.0;0.0
3058;0;0.0;0.0
3059;0;0.0;0.0
3060;0;0.0;0.0
3061;0;0.0;0.0
3062;0;0.0;0.0
4000;0;0.0;0.0
4001;0;0.0;0.0
4003;0;0.0;0.0
4004;0;0.0;0.0
4005;0;0.0;0.0
4006;0;0.0;0.0
4007;0;0.0;0.0
4009;0;0.0;0.0
4010;0;0.0;0.0
4011;0;0.0;0.0
4012;0;0.0;0.0
4013;0;0.0;0.0
4014;0;0.0;0.0
4015;0;0.0;0.0
4016;0;0.0;0.0
4017;0;0.0;0.0
4018;0;0.0;0.0
4019;0;0.0;0.0
4020;0;0.0;0.0
4021;0;0.0;0.0
4022;0;0.0;0.0
4023;0;0.0;0.0
4024;0;0.0;0.0
4025;0;0.0;0.0
4026;0;0.0;0.0
4027;0;0.0;0.0
4028;0;0.0;0.0
4029;0;0.0;0.0
4030;0;0.0;0.0
4031;0;0.0;0.0
4032;0;0.0;0.0
4033;0;0.0;0.0
4034;0;0.0;0.0
4035;0;0.0;0.0
4036;0;0.0;0.0
4037;0;0.0;0.0
4038;0;0.0;0.0
4039;0;0.0;0.0
4040;0;0.0;0.0
4041;0;0.0;0.0
4042;0;0.0;0.0
4043;0;0.0;0.0
4044;0;0.0;0.0
4080;0;0.0;0.0
4123;0;0.0;0.0
5000;0;0.0;0.0
5002;0;0.0;0.0
5003;0;0.0;0.0
5004;0;0.0;0.0
5005;0;0.0;0.0
5006;0;0.0;0.0
5007;0;0.0;0.0
5008;0;0.0;0.0
5009;0;0.0;0.0
5010;0;0.0;0.0
5011;0;0.0;0.0
5012;0;0.0;0.0
5013;0;0.0;0.0
5014;0;0.0;0.0
5015;0;0.0;0.0
5016;0;0.0;0.0
5017;0;0.0;0.0
5018;0;0.0;0.0
5019;0;0.0;0.0
5020;0;0.0;0.0
5021;0;0.0;0.0
5022;0;0.0;0.0
5023;0;0.0;0.0
5024;0;0.0;0.0
5025;0;0.0;0.0
5026;0;0.0;0.0
5027;0;0.0;0.0
5028;0;0.0;0.0
5029;0;0.0;0.0
5030;0;0.0;0.0
5031;0;0.0;0.0
5032;0;0.0;0.0
5033;0;0.0;0.0
5034;0;0.0;0.0
5035;0;0.0;0.0
5036;0;0.0;0.0
5037;0;0.0;0.0
5038;0;0.0;0.0
5039;0;0.0;0.0
5040;0;0.0;0.0
5041;0;0.0;0.0
5042;0;0.0;0.0
5043;0;0.0;0.0
5044;0;0.0;0.0
5045;0;0.0;0.0
5046;0;0.0;0.0
5047;0;0.0;0.0
5048;0;0.0;0.0
5049;0;0.0;0.0
5050;0;0.0;0.0
5051;0;0.0;0.0
5052;0;0.0;0.0
5053;0;0.0;0.0
5054;0;0.0;0.0
5055;0;0.0;0.0
5056;0;0.0;0.0
5057;0;0.0;0.0
5058;0;0.0;0.0
5059;0;0.0;0.0
5060;0;0.0;0.0
5061;0;0.0;0.0
5062;0;0.0;0.0
5063;0;0.0;0.0
5064;0;0.0;0.0
5065;0;0.0;0.0
5066;0;0.0;0.0
5067;0;0.0;0.0
5068;0;0.0;0.0
5069;0;0.0;0.0
5070;0;0.0;0.0
5071;0;0.0;0.0
5072;0;0.0;0.0
5073;0;0.0;0.0
5074;0;0.0;0.0
5075;0;0.0;0.0
5076;0;0.0;0.0
5077;0;0.0;0.0
5078;0;0.0;0.0
5079;0;0.0;0.0
5080;0;0.0;0.0
5081;0;0.0;0.0
5082;0;0.0;0.0
5083;0;0.0;0.0
5084;0;0.0;0.0
5085;0;0.0;0.0
5086;0;0.0;0.0
5087;0;0.0;0.0
5088;0;0.0;0.0
5089;0;0.0;0.0
5090;0;0.0;0.0
5091;0;0.0;0.0
5092;0;0.0;0.0
5093;0;0.0;0.0
5094;0;0.0;0.0
5095;0;0.0;0.0
5096;0;0.0;0.0
5097;0;0.0;0.0
5098;0;0.0;0.0
5099;0;0.0;0.0
5100;0;0.0;0.0
5101;0;0.0;0.0
5102;0;0.0;0.0
5103;0;0.0;0.0
5104;0;0.0;0.0
5105;0;0.0;0.0
5106;0;0.0;0.0
5107;0;0.0;0.0
5108;0;0.0;0.0
5109;0;0.0;0.0
5110;0;0.0;0.0
5111;0;0.0;0.0
5112;0;0.0;0.0
5113;0;0.0;0.0
5114;0;0.0;0.0
5115;0;0.0;0.0
5116;0;0.0;0.0
5117;0;0.0;0.0
5118;0;0.0;0.0
5119;0;0.0;0.0
5120;0;0.0;0.0
5121;0;0.0;0.0
5122;0;0.0;0.0
5123;0;0.0;0.0
5124;0;0.0;0.0
5125;0;0.0;0.0
5126;0;0.0;0.0
5127;0;0.0;0.0
5128;0;0.0;0.0
5129;0;0.0;0.0
5130;0;0.0;0.0
5131;0;0.0;0.0
5132;0;0.0;0.0
5133;0;0.0;0.0
5134;0;0.0;0.0
5135;0;0.0;0.0
5136;0;0.0;0.0
5137;0;0.0;0.0
5138;0;0.0;0.0
5139;0;0.0;0.0
5140;0;0.0;0.0
5141;0;0.0;0.0
5142;0;0.0;0.0
5143;0;0.0;0.0
5144;0;0.0;0.0
5145;0;0.0;0.0
5146;0;0.0;0.0
5147;0;0.0;0.0
5148;0;0.0;0.0
5149;0;0.0;0.0
5150;0;0.0;0.0
5151;0;0.0;0.0
5152;0;0.0;0.0
5153;0;0.0;0.0
5154;0;0.0;0.0
5155;0;0.0;0.0
5156;0;0.0;0.0
5157;0;0.0;0.0
5158;0;0.0;0.0
5159;0;0.0;0.0
5160;0;0.0;0.0
5161;0;0.0;0.0
5162;0;0.0;0.0
5163;0;0.0;0.0
5164;0;0.0;0.0
5165;0;0.0;0.0
5166;0;0.0;0.0
5167;0;0.0;0.0
5168;0;0.0;0.0
5169;0;0.0;0.0
5170;0;0.0;0.0
5171;0;0.0;0.0
5172;0;0.0;0.0
5173;0;0.0;0.0
5174;0;0.0;0.0
5175;0;0.0;0.0
5176;0;0.0;0.0
5177;0;0.0;0.0
5178;0;0.0;0.0
5179;0;0.0;0.0
5180;0;0.0;0.0
5181;0;0.0;0.0
5182;0;0.0;0.0
5183;0;0.0;0.0
5184;0;0.0;0.0
5185;0;0.0;0.0
5186;0;0.0;0.0
5187;0;0.0;0.0
5188;0;0.0;0.0
5189;0;0.0;0.0
5190;0;0.0;0.0
5191;0;0.0;0.0
5192;0;0.0;0.0
5193;0;0.0;0.0
5194;0;0.0;0.0
5195;0;0.0;0.0
5196;0;0.0;0.0
5197;0;0.0;0.0
5198;0;0.0;0.0
5199;0;0.0;0.0
5200;0;0.0;0.0
5201;0;0.0;0.0
5202;0;0.0;0.0
5203;0;0.0;0.0
5204;0;0.0;0.0
5205;0;0.0;0.0
5882;0;0.0;0.0
59001;0;0.0;0.0
59002;0;0.0;0.0
5963;0;0.0;0.0
892;0;0.0;0.0
895;0;0.0;0.0
983;0;0.0;0.0
BONUS;0;0.0;0.0
F00123;0;0.0;0.0
FE0457;0;0.0;0.0
FEX001;0;0.0;0.0
FEX0012;0;0.0;0.0
FEX002;0;0.0;0.0
FEX003;0;0.0;0.0
FEX004;0;0.0;0.0
FEX005;0;0.0;0.0
FEX006;0;0.0;0.0
FEX007;0;0.0;0.0
FEX008;0;0.0;0.0
FEX009;0;0.0;0.0
FEX010;0;0.0;0.0
FEX011;0;0.0;0.0
FEX012;0;0.0;0.0
FEX013;0;0.0;0.0
FEX014;0;0.0;0.0
FEX015;0;0.0;0.0
FEX016;0;0.0;0.0
FEX017;0;0.0;0.0
FEX018;0;0.0;0.0
FEX019;0;0.0;0.0
FEX020;0;0.0;0.0
FEX021;0;0.0;0.0
FEX0213;0;0.0;0.0
FEX022;0;0.0;0.0
FEX023;0;0.0;0.0
FEX024;0;0.0;0.0
FEX025;0;0.0;0.0
FEX026;0;0.0;0.0
FEX028;0;0.0;0.0
FEX029;0;0.0;0.0
FEX030;0;0.0;0.0
FEX031;0;0.0;0.0
FEX032;0;0.0;0.0
FEX033;0;0.0;0.0
FEX0331;0;0.0;0.0
FEX034;0;0.0;0.0
FEX035;0;0.0;0.0
FEX036;0;0.0;0.0
FEX037;0;0.0;0.0
FEX038;0;0.0;0.0
FEX039;0;0.0;0.0
FEX040;0;0.0;0.0
FEX041;0;0.0;0.0
FEX042;0;0.0;0.0
FEX043;0;0.0;0.0
FEX044;0;0.0;0.0
FEX045;0;0.0;0.0
FEX046;0;0.0;0.0
FEX047;0;0.0;0.0
FEX048;0;0.0;0.0
FEX049;0;0.0;0.0
FEX050;0;0.0;0.0
FEX051;0;0.0;0.0
FEX052;0;0.0;0.0
FEX053;0;0.0;0.0
FEX054;0;0.0;0.0
FEX055;0;0.0;0.0
FEX056;0;0.0;0.0
FEX057;0;0.0;0.0
FEX0571;0;0.0;0.0
FEX0572;0;0.0;0.0
FEX058;0;0.0;0.0
FEX059;0;0.0;0.0
FEX060;0;0.0;0.0
FEX128;0;0.0;0.0
FEX129;0;0.0;0.0
FEX130;0;0.0;0.0
FEX522;0;0.0;0.0
FEX560;0;0.0;0.0
FEX561;0;0.0;0.0
FEX562;0;0.0;0.0
FEX563;0;0.0;0.0
FEX5632;0;0.0;0.0
FEX564;0;0.0;0.0
FEX565;0;0.0;0.0
FEX566;0;0.0;0.0
FEX5666;0;0.0;0.0
FEX567;0;0.0;0.0
FEX568;0;0.0;0.0
FEX5686;0;0.0;0.0
FEX569;0;0.0;0.0
FEX570;0;0.0;0.0
FEX572;0;0.0;0.0
FEX574;0;0.0;0.0
FEX575;0;0.0;0.0
FEX693;0;0.0;0.0
FEX700;0;0.0;0.0
FEX701;0;0.0;0.0
FEXC012;0;0.0;0.0
FEXC568;0;0.0;0.0
FL0132;0;0.0;0.0
FX01232;0;0.0;0.0
FX252;0;0.0;0.0
FX570;0;0.0;0.0
H0012;0;0.0;0.0
JOKER;0;0.0;0.0
MC123;0;0.0;0.0
ORANGE;0;0.0;0.0
SODEXO;0;0.0;0.0
FEX856;0;0.0;0.0
5892;0;0.0;0.0
FL1128;0;0.0;0.0
TR004;0;0.0;0.0
FL1258;0;0.0;0.0
FEX185;0;0.0;0.0
FEQ123;0;0.0;0.0
FR0006;0;0.0;0.0
4081;0;0.0;0.0
00125;0;0.0;0.0
00126;0;0.0;0.0
01280;0;0.0;0.0
FEX078;0;0.0;0.0
TR005;0;0.0;0.0
TR006;0;0.0;0.0
4082;0;0.0;0.0
1235;0;0.0;0.0
FEC1258;0;0.0;0.0
4083;0;0.0;0.0
1309;0;0.0;0.0
FL012555;0;0.0;0.0
FL1123;0;0.0;0.0
FEXC111;0;0.0;0.0
FED12;0;0.0;0.0
4091;0;0.0;0.0
1316;0;0.0;0.0
TR007;0;0.0;0.0
4092;0;0.0;0.0
LB001;0;0.0;0.0
4093;0;0.0;0.0
LM01;0;0.0;0.0
1319;0;0.0;0.0
1321;0;0.0;0.0
1327;0;0.0;0.0
1329;0;0.0;0.0
FEX8560;0;0.0;0.0
4096;0;0.0;0.0
FEX577;0;0.0;0.0
TR008;0;0.0;0.0
TR009;0;0.0;0.0
CCI12;0;0.0;0.0
01289;0;0.0;0.0
1326;0;0.0;0.0
TR0100;0;0.0;0.0
FEX694;0;0.0;0.0
REP12;0;0.0;0.0
TR010;0;0.0;0.0
HONO3;0;0.0;0.0
2829;0;0.0;0.0
TR011;0;0.0;0.0
F5098;0;0.0;0.0
M456;0;0.0;0.0
M457;0;0.0;0.0
1310;0;0.0;0.0
H012;0;0.0;0.0
FEXCV123;0;0.0;0.0
TR012;0;0.0;0.0
FEX963;0;0.0;0.0
TR013;0;0.0;0.0
4099;0;0.0;0.0
TR014;0;0.0;0.0
1351;0;0.0;0.0
TRC12;1;0.0;0.0
TR016;0;0.0;0.0
TR015;0;0.0;0.0
1343;0;0.0;0.0
1344;0;0.0;0.0
1345;0;0.0;0.0
1346;0;0.0;0.0
1347;0;0.0;0.0
1348;0;0.0;0.0
4100;0;0.0;0.0
LM02;0;0.0;0.0
TR017;0;0.0;0.0
00127;0;0.0;0.0
TR018;0;0.0;0.0
1352;0;0.0;0.0
1356;0;0.0;0.0
1357;0;0.0;0.0
5206;0;0.0;0.0
FEX985;0;0.0;0.0
TR019;0;0.0;0.0
00128;0;0.0;0.0
1360;0;0.0;0.0
5207;0;0.0;0.0
TR020;1;0.0;0.0
1364;0;0.0;0.0
TR021;0;0.0;0.0
1349;0;0.0;0.0
1365;0;0.0;0.0
TR022;0;0.0;0.0
TR023;0;0.0;0.0
TR024;0;0.0;0.0
TR025;0;0.0;0.0
TR026;0;0.0;0.0
TR027;1;0.0;0.0
TR028;0;0.0;0.0
TR029;0;0.0;0.0
1359;0;0.0;0.0
1304;0;0.0;0.0
1366;0;0.0;0.0
TR030;0;0.0;0.0
4104;0;0.0;0.0
TR031;0;0.0;0.0
1367;0;0.0;0.0
4106;0;0.0;0.0
1368;0;0.0;0.0
LG123;0;0.0;0.0
4124;0;0.0;0.0
LCAR1;0;0.0;0.0
LCB124;0;0.0;0.0
LCB125;0;0.0;0.0
00129;0;0.0;0.0
5520;0;0.0;0.0
FEX080;0;0.0;0.0
MG0012;0;0.0;0.0
PALAIS1;0;0.0;0.0
TR0;0;0.0;0.0
TR032;0;0.0;0.0
0154;0;0.0;0.0
TR033;0;0.0;0.0
TR034;0;0.0;0.0
1341;0;0.0;0.0
TR035;0;0.0;0.0
4135;0;0.0;0.0
4136;0;0.0;0.0
1373;0;0.0;0.0
4137;0;0.0;0.0
TR037;0;0.0;0.0
4138;0;0.0;0.0
4139;0;0.0;0.0
4142;0;0.0;0.0
4143;0;0.0;0.0
1370;0;0.0;0.0
4144;0;0.0;0.0
1374;0;0.0;0.0
1354;0;0.0;0.0
4145;0;0.0;0.0
4132;0;0.0;0.0
4126;0;0.0;0.0
00130;0;0.0;0.0
4111;0;0.0;0.0
4147;0;0.0;0.0
TR038;0;0.0;0.0
1375;0;0.0;0.0
1376;0;0.0;0.0
1377;0;0.0;0.0
HONO4;0;0.0;0.0
1338;0;0.0;0.0
1378;0;0.0;0.0
4110;0;0.0;0.0
HONO632;0;0.0;0.0
TR040;0;0.0;0.0
1379;0;0.0;0.0
4148;1;0.0;0.0
1380;0;0.0;0.0
4150;0;0.0;0.0
4151;0;0.0;0.0
HONO5;0;0.0;0.0
1383;0;0.0;0.0
TR041;0;0.0;0.0
1384;0;0.0;0.0
1385;0;0.0;0.0
1386;0;0.0;0.0
4112;0;0.0;0.0
HONO2;0;0.0;0.0
1382;0;0.0;0.0
4158;0;0.0;0.0
1387;0;0.0;0.0
4159;0;0.0;0.0
00121;0;0.0;0.0
1388;0;0.0;0.0
00337;0;0.0;0.0
1389;0;0.0;0.0
FEX0035;0;0.0;0.0
