MC_Numero;MC_Date;MC_TypeMvt;MC_Debit;MC_Credit;MC_Cloture;CA_No;CA_Type;CA_Solde;CA_SoldeEspece;CA_SoldeCheque;JO_Num
MC2312260008;2023-12-26;2;168.79;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260009;2023-12-26;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312260010;2023-12-26;2;5221.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260011;2023-12-26;2;4731.85;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260012;2023-12-26;2;4492.95;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260013;2023-12-26;2;4411.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260014;2023-12-26;2;13424.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260015;2023-12-26;2;4641.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260016;2023-12-26;2;4641.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260017;2023-12-26;2;9000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260018;2023-12-26;29;0.0;350.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312260019;2023-12-26;8;0.0;9000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260020;2023-12-26;34;0.0;572.788;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312260021;2023-12-26;34;0.0;10.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312260022;2023-12-26;34;0.0;250.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312260023;2023-12-26;34;0.0;180.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312260024;2023-12-26;29;0.0;500.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312260025;2023-12-26;41;0.0;13.8;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312260026;2023-12-26;29;0.0;300.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312260027;2023-12-26;2;5146.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260028;2023-12-26;2;3050.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260029;2023-12-26;8;0.0;16190.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260030;2023-12-26;8;0.0;24922.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312260031;2023-12-26;21;0.0;200.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312260032;2023-12-26;21;0.0;100.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312260033;2023-12-26;8;0.0;5600.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270001;2023-12-27;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312270002;2023-12-27;2;5341.0;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312270003;2023-12-27;2;1891.758;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270004;2023-12-27;29;0.0;390.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312270005;2023-12-27;2;4676.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270006;2023-12-27;2;14387.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270007;2023-12-27;2;9760.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270008;2023-12-27;2;5220.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270009;2023-12-27;2;5220.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270010;2023-12-27;2;7628.672;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312270011;2023-12-27;2;104.4;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270012;2023-12-27;29;0.0;240.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312270013;2023-12-27;2;15876.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270014;2023-12-27;2;10734.776;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270015;2023-12-27;2;17000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270016;2023-12-27;2;16518.564;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270017;2023-12-27;8;0.0;1771.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270018;2023-12-27;8;0.0;16518.564;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270019;2023-12-27;8;0.0;17000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270020;2023-12-27;8;0.0;10734.776;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270021;2023-12-27;8;0.0;15876.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312270022;2023-12-27;8;0.0;43677.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280001;2023-12-28;34;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280002;2023-12-28;29;0.0;40.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280003;2023-12-28;29;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280004;2023-12-28;29;0.0;40.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280005;2023-12-28;34;0.0;30.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280006;2023-12-28;44;0.0;30.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280007;2023-12-28;29;0.0;100.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280008;2023-12-28;42;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280009;2023-12-28;46;0.0;5.7;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280010;2023-12-28;2;576.994;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280011;2023-12-28;2;1238.489;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280012;2023-12-28;29;0.0;300.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280013;2023-12-28;29;0.0;150.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312280014;2023-12-28;2;100.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280017;2023-12-28;2;3313.37;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312280018;2023-12-28;2;10425.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280019;2023-12-28;2;5970.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280020;2023-12-28;2;50.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280021;2023-12-28;2;10388.9;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312280022;2023-12-28;2;2457.1;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312280023;2023-12-28;2;142.9;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280025;2023-12-28;2;5440.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280026;2023-12-28;2;3999.8;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280028;2023-12-28;8;0.0;4000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280029;2023-12-28;2;1155.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280030;2023-12-28;2;740.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280031;2023-12-28;2;2079.991;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280032;2023-12-28;5;0.0;5000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280032;2023-12-28;4;5000.0;0.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280033;2023-12-28;21;0.0;600.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280034;2023-12-28;41;0.0;2.5;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280035;2023-12-28;52;0.0;40.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280036;2023-12-28;41;0.0;4.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280037;2023-12-28;41;0.0;9.5;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280038;2023-12-28;33;0.0;240.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280039;2023-12-28;29;0.0;160.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280040;2023-12-28;40;0.0;8.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280041;2023-12-28;43;0.0;1300.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280043;2023-12-28;8;0.0;13900.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312280044;2023-12-28;29;0.0;240.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312280045;2023-12-28;2;300.0;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312280046;2023-12-28;2;60.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312290001;2023-12-29;2;400.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312290002;2023-12-29;29;0.0;80.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312290003;2023-12-29;2;2545.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312290004;2023-12-29;2;420.5;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312290005;2023-12-29;2;10.139;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312290006;2023-12-29;2;4938.5;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312290007;2023-12-29;2;26000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312290008;2023-12-29;8;0.0;26000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312290009;2023-12-29;41;0.0;4.2;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312290010;2023-12-29;41;0.0;1.7;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312290011;2023-12-29;41;0.0;9.3;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312290012;2023-12-29;34;0.0;10.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312290013;2023-12-29;44;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312290014;2023-12-29;29;0.0;100.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312290015;2023-12-29;41;0.0;19.3;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312280047;2023-12-28;29;0.0;300.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312280048;2023-12-28;29;0.0;150.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312290016;2023-12-29;29;0.0;300.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312290017;2023-12-29;29;0.0;240.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312290018;2023-12-29;54;0.0;23525.656;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312290019;2023-12-29;54;0.0;15651.02;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312290020;2023-12-29;54;0.0;13923.712;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312300001;2023-12-30;2;2752.95;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312300002;2023-12-30;2;5221.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312300003;2023-12-30;8;0.0;13000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312300004;2023-12-30;40;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312300005;2023-12-30;33;0.0;200.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312300006;2023-12-30;21;0.0;100.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312300007;2023-12-30;34;0.0;10.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312300008;2023-12-30;41;0.0;4.2;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312300009;2023-12-30;29;0.0;40.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312300010;2023-12-30;25;0.0;250.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2312300011;2023-12-30;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2312300012;2023-12-30;2;59.4;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2312300013;2023-12-30;2;280.8;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2312300014;2023-12-30;21;0.0;50.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401010002;2024-01-01;2;2052.705;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401010003;2024-01-01;2;3514.7;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401010004;2024-01-01;2;1706.163;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401010005;2024-01-01;29;0.0;270.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401010007;2024-01-01;2;4570.615;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401010008;2024-01-01;2;151.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401010009;2024-01-01;2;146.025;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401010010;2024-01-01;8;0.0;7800.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030001;2024-01-03;2;35000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030002;2024-01-03;8;0.0;40000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030003;2024-01-03;29;0.0;90.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401030004;2024-01-03;29;0.0;450.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401030005;2024-01-03;2;510.044;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030006;2024-01-03;2;13164.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030007;2024-01-03;8;0.0;12734.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030008;2024-01-03;2;4026.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030009;2024-01-03;2;2611.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030010;2024-01-03;2;2285.808;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030011;2024-01-03;2;1000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030012;2024-01-03;2;1768.5;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030013;2024-01-03;2;1912.713;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030014;2024-01-03;2;7041.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030015;2024-01-03;2;12307.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030016;2024-01-03;8;0.0;24347.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030017;2024-01-03;34;0.0;341.6;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030018;2024-01-03;41;0.0;10.8;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030019;2024-01-03;41;0.0;4.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030020;2024-01-03;40;0.0;12.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030021;2024-01-03;42;0.0;15.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030022;2024-01-03;5;0.0;10000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030022;2024-01-03;4;10000.0;0.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030023;2024-01-03;21;0.0;1000.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030024;2024-01-03;21;0.0;1000.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030025;2024-01-03;21;0.0;300.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030026;2024-01-03;34;0.0;10.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030027;2024-01-03;34;0.0;14.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030028;2024-01-03;34;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030029;2024-01-03;34;0.0;12.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030030;2024-01-03;42;0.0;64.839;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030031;2024-01-03;40;0.0;1850.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030032;2024-01-03;2;28.891;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030033;2024-01-03;2;4570.615;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030034;2024-01-03;2;17965.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030035;2024-01-03;2;18.75;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401030036;2024-01-03;41;0.0;9.9;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030037;2024-01-03;52;0.0;25.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030038;2024-01-03;34;0.0;23.5;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401030039;2024-01-03;8;0.0;30000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401040001;2024-01-04;2;3631.606;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401040002;2024-01-04;2;6564.11;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401040003;2024-01-04;2;6786.869;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401040004;2024-01-04;2;3573.972;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401040005;2024-01-04;2;3529.0;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2401040006;2024-01-04;8;0.0;16000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401040007;2024-01-04;29;0.0;30.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040008;2024-01-04;41;0.0;19.8;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040009;2024-01-04;29;0.0;60.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040010;2024-01-04;52;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040011;2024-01-04;41;0.0;3.9;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040012;2024-01-04;41;0.0;9.3;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040013;2024-01-04;34;0.0;13.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040014;2024-01-04;21;0.0;200.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040015;2024-01-04;29;0.0;160.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040016;2024-01-04;21;0.0;350.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040017;2024-01-04;33;0.0;90.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040018;2024-01-04;42;0.0;17.5;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040019;2024-01-04;21;0.0;1000.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040020;2024-01-04;21;0.0;260.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040021;2024-01-04;40;0.0;3720.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401040022;2024-01-04;2;7786.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401040023;2024-01-04;8;0.0;7786.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401040024;2024-01-04;55;9600.0;0.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401040025;2024-01-04;29;0.0;800.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401040026;2024-01-04;29;0.0;240.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401040027;2024-01-04;29;0.0;80.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401040028;2024-01-04;29;0.0;250.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401040029;2024-01-04;29;0.0;350.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401040030;2024-01-04;29;0.0;60.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401050001;2024-01-05;29;0.0;280.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401050002;2024-01-05;2;7125.6;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2401050003;2024-01-05;2;1000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050004;2024-01-05;2;999.862;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050005;2024-01-05;29;0.0;320.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401050006;2024-01-05;29;0.0;320.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401050007;2024-01-05;29;0.0;300.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401050008;2024-01-05;2;3228.407;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050009;2024-01-05;29;0.0;40.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401010011;2024-01-01;29;0.0;250.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401050010;2024-01-05;2;4637.637;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050011;2024-01-05;2;366.021;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050012;2024-01-05;2;4000.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050013;2024-01-05;2;7563.0;0.0;0;CAISSE TK;2;727791.782;727791.782;0.0;TK1
MC2401050014;2024-01-05;2;1400.488;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050015;2024-01-05;2;7123.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050016;2024-01-05;2;10.139;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050017;2024-01-05;2;5221.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050018;2024-01-05;41;0.0;3.4;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401050019;2024-01-05;52;0.0;20.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401050020;2024-01-05;29;0.0;50.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401050021;2024-01-05;34;0.0;1000.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401050022;2024-01-05;5;0.0;5000.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050022;2024-01-05;4;5000.0;0.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401050023;2024-01-05;21;0.0;1500.0;0;CAISSE DP;0;35767.175;35767.175;0.0;07
MC2401050024;2024-01-05;2;3400.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050025;2024-01-05;2;7940.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401050026;2024-01-05;29;0.0;240.0;0;CAISSE CARBURANT ;0;1680.0;1680.0;0.0;33
MC2401050027;2024-01-05;8;0.0;11340.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090001;2024-01-09;2;7.5;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090002;2024-01-09;2;76.8;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090003;2024-01-09;2;52.2;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090004;2024-01-09;2;99.183;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090005;2024-01-09;2;15.25;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090006;2024-01-09;2;1547.587;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090007;2024-01-09;2;175.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090008;2024-01-09;2;6226.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090009;2024-01-09;2;12010.011;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090010;2024-01-09;2;862.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090011;2024-01-09;2;1970.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090012;2024-01-09;2;1100.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090013;2024-01-09;2;15660.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090014;2024-01-09;2;4570.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090015;2024-01-09;2;6690.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
MC2401090016;2024-01-09;2;415.0;0.0;0;CAISSE RC ;1;2280727.034;2295348.425;-14621.391;05
