DO_Domaine;DO_Type;DO_Piece;DO_Date
0;7;MF23003469;2023-05-27
0;7;MF23003470;2023-05-27
0;7;MF23003471;2023-05-27
0;7;MF23003472;2023-05-27
0;7;MF23003473;2023-05-27
0;7;MF23003474;2023-05-27
0;7;MF23003475;2023-05-27
0;7;MF23003476;2023-05-27
0;7;MF23003477;2023-05-27
0;7;MF23003478;2023-05-27
0;7;MF23003479;2023-05-27
0;7;MF23003480;2023-05-27
0;3;MBL23001987;2023-05-26
0;7;MF23003481;2023-05-27
0;3;MBL23001988;2023-05-26
0;3;MBL23001989;2023-05-26
0;7;MF23003482;2023-05-27
0;7;MF23003483;2023-05-27
0;3;MBL23001990;2023-05-26
0;7;MF23003484;2023-05-26
0;7;MF23003485;2023-05-27
0;7;MF23003486;2023-05-27
0;7;MF23003487;2023-05-27
0;7;MF23003488;2023-05-25
0;3;MBL23001994;2023-05-26
0;3;MBL23001995;2023-05-26
0;3;MBL23001996;2023-05-26
0;3;MBL23001999;2023-05-26
0;3;MBL23002000;2023-05-26
0;3;MBL23002001;2023-05-26
0;3;MBL23002002;2023-05-26
0;3;MBL23002003;2023-05-26
0;3;MBL23002004;2023-05-26
0;3;MBL23002005;2023-05-26
0;3;MBL23002006;2023-05-26
0;3;MBL23002007;2023-05-26
0;3;MBL23002008;2023-05-26
0;3;MBL23002009;2023-05-26
0;3;MBL23002010;2023-05-26
0;3;MBL23002011;2023-05-26
0;3;MBL23002012;2023-05-26
0;3;MBL23002013;2023-05-26
0;3;MBL23002014;2023-05-26
0;3;MBL23002015;2023-05-26
0;3;MBL23002016;2023-05-26
0;3;MBL23002017;2023-05-26
0;7;MF23003489;2023-05-27
0;7;MF23003490;2023-05-27
0;7;MF23003491;2023-05-27
0;7;MF23003492;2023-05-27
0;7;MF23003493;2023-05-27
0;7;MF23003494;2023-05-27
0;7;MF23003495;2023-05-27
0;7;MF23003496;2023-05-27
0;7;MF23003497;2023-05-26
0;7;MF23003498;2023-05-26
0;7;MF23003499;2023-05-27
1;17;AM00000004078;2023-05-27
0;7;MF23003500;2023-05-27
0;7;MF23003501;2023-05-27
1;17;AM00000004079;2023-05-27
1;17;AM00000004080;2023-05-27
0;7;MF23003502;2023-05-27
0;7;MF23003503;2023-05-27
0;7;MF23003504;2023-05-27
0;7;MF23003505;2023-05-27
0;7;MF23003506;2023-05-27
0;7;MF23003507;2023-05-27
0;7;MF23003508;2023-05-27
0;7;MF23003509;2023-05-27
0;7;MF23003510;2023-05-27
0;7;MF23003511;2023-05-27
0;7;MF23003512;2023-05-27
1;17;AM00000004081;2023-05-26
0;7;MF23003513;2023-05-26
0;7;MF23003514;2023-05-27
0;7;MF23003515;2023-05-27
0;7;MF23003516;2023-05-27
0;7;MF23003517;2023-05-27
0;7;MFR023000597;2023-05-26
1;17;AM00000004082;2023-05-26
1;17;AM00000004083;2023-05-26
0;7;MF23003518;2023-05-27
0;6;MFR023000598;2023-05-27
1;16;AM00000004084;2023-05-27
0;7;MF23003519;2023-05-27
0;7;MF23003520;2023-05-27
0;7;MF23003521;2023-05-29
0;7;MF23003522;2023-05-29
0;7;MF23003523;2023-05-29
0;7;MF23003524;2023-05-29
0;7;MF23003525;2023-05-29
0;7;MF23003526;2023-05-29
0;7;MF23003527;2023-05-29
0;7;MF23003528;2023-05-29
0;7;MF23003529;2023-05-29
0;7;MF23003530;2023-05-29
0;7;MF23003531;2023-05-29
0;7;MF23003532;2023-05-29
0;7;MF23003533;2023-05-29
0;7;MF23003534;2023-05-29
0;7;MF23003535;2023-05-29
0;7;MF23003536;2023-05-29
0;7;MF23003537;2023-05-29
0;7;MF23003538;2023-05-29
0;7;MF23003539;2023-05-29
1;17;AM00000004085;2023-05-29
1;17;AM00000004086;2023-05-29
1;17;AM00000004087;2023-05-29
1;17;AM00000004088;2023-05-29
0;7;MF23003540;2023-05-29
0;7;MF23003541;2023-05-29
0;7;MF23003542;2023-05-29
0;7;MF23003543;2023-05-27
0;7;MF23003544;2023-05-27
0;7;MF23003545;2023-05-27
0;4;MBR23000700;2023-05-29
0;4;MBR23000701;2023-05-29
0;4;MBR23000702;2023-05-29
0;4;MBR23000703;2023-05-29
0;4;MBR23000704;2023-05-29
0;4;MBR23000705;2023-05-29
0;4;MBR23000706;2023-05-29
0;4;MBR23000707;2023-05-29
0;4;MBR23000708;2023-05-29
0;4;MBR23000709;2023-05-29
0;4;MBR23000710;2023-05-29
0;4;MBR23000711;2023-05-29
0;4;MBR23000712;2023-05-29
0;4;MBR23000713;2023-05-29
0;4;MBR23000714;2023-05-29
0;4;MBR23000715;2023-05-29
0;4;MBR23000716;2023-05-29
0;4;MBR23000717;2023-05-29
0;4;MBR23000718;2023-05-29
0;4;MBR23000719;2023-05-29
0;4;MBR23000720;2023-05-29
0;4;MBR23000721;2023-05-29
0;4;MBR23000722;2023-05-29
0;4;MBR23000723;2023-05-29
0;4;MBR23000724;2023-05-29
0;4;MBR23000725;2023-05-29
0;7;MFR023000599;2023-05-29
0;7;MFR023000600;2023-05-29
0;7;MFR023000601;2023-05-29
0;7;MF23003546;2023-05-30
1;17;AM00000004089;2023-05-27
0;7;MF23003547;2023-05-29
0;7;MF23003548;2023-05-29
0;7;MFR023000602;2023-05-29
0;7;MFR023000603;2023-05-29
0;7;MF23003549;2023-05-29
0;7;MF23003550;2023-05-29
0;3;MBL23002047;2023-05-29
0;3;MBL23002048;2023-05-29
0;3;MBL23002049;2023-05-29
0;3;MBL23002050;2023-05-29
0;3;MBL23002051;2023-05-29
0;3;MBL23002052;2023-05-29
0;3;MBL23002053;2023-05-29
0;3;MBL23002054;2023-05-29
0;3;MBL23002055;2023-05-29
0;3;MBL23002056;2023-05-29
0;3;MBL23002057;2023-05-29
0;3;MBL23002058;2023-05-29
0;3;MBL23002059;2023-05-29
0;3;MBL23002060;2023-05-29
0;3;MBL23002061;2023-05-29
0;3;MBL23002062;2023-05-29
0;3;MBL23002063;2023-05-29
0;3;MBL23002064;2023-05-29
0;3;MBL23002065;2023-05-29
0;3;MBL23002066;2023-05-29
0;3;MBL23002067;2023-05-29
0;3;MBL23002068;2023-05-29
0;3;MBL23002069;2023-05-29
0;3;MBL23002070;2023-05-29
0;3;MBL23002071;2023-05-29
0;3;MBL23002072;2023-05-29
0;3;MBL23002073;2023-05-29
0;3;MBL23002074;2023-05-29
0;3;MBL23002075;2023-05-29
0;3;MBL23002076;2023-05-29
0;3;MBL23002077;2023-05-29
0;3;MBL23002078;2023-05-29
0;7;MF23003551;2023-05-29
1;17;AM00000004090;2023-05-30
1;17;AM00000004091;2023-05-30
1;17;AM00000004092;2023-05-31
1;17;AM00000004093;2023-05-30
1;17;AM00000004094;2023-05-30
0;7;MF23003552;2023-05-30
0;7;MF23003553;2023-05-30
0;7;MF23003554;2023-05-30
0;7;MF23003555;2023-05-30
0;7;MF23003556;2023-05-30
0;7;MF23003557;2023-05-30
0;7;MF23003558;2023-05-30
0;7;MFR023000604;2023-05-29
1;17;AM00000004095;2023-05-29
0;7;MF23003559;2023-05-30
0;7;MF23003560;2023-05-30
0;7;MF23003561;2023-05-30
0;7;MF23003562;2023-05-30
0;7;MF23003563;2023-05-30
0;7;MF23003564;2023-05-30
0;7;MF23003565;2023-05-30
0;7;MF23003566;2023-05-30
0;7;MF23003567;2023-05-30
0;7;MF23003568;2023-05-30
0;7;MF23003569;2023-05-29
0;3;MBL23002080;2023-05-30
0;7;MF23003570;2023-05-30
0;7;MF23003571;2023-05-30
0;7;MF23003572;2023-05-30
0;7;MF23003573;2023-05-29
1;17;AM00000004096;2023-05-30
1;17;AM00000004097;2023-05-30
0;7;MF23003574;2023-05-30
0;7;MF23003575;2023-05-30
0;7;MF23003576;2023-05-30
0;7;MF23003577;2023-05-30
0;7;MF23003578;2023-05-30
0;7;MF23003579;2023-05-30
0;7;MF23003580;2023-05-30
0;7;MF23003581;2023-05-30
0;7;MF23003582;2023-05-30
0;7;MF23003583;2023-05-30
0;7;MF23003584;2023-05-30
0;7;MF23003585;2023-05-30
0;7;MF23003586;2023-05-30
0;7;MF23003587;2023-05-30
0;7;MF23003588;2023-05-30
0;7;MFR023000605;2023-05-30
0;7;MF23003589;2023-05-30
0;7;MF23003590;2023-05-30
0;7;MF23003591;2023-05-30
0;7;MF23003592;2023-05-30
0;7;MFR023000606;2023-05-30
0;7;MF23003593;2023-05-30
0;7;MF23003594;2023-05-30
0;7;MFR023000607;2023-05-30
0;7;MF23003595;2023-05-30
1;17;AM00000004098;2023-05-30
1;17;MAV23000076;2023-05-30
1;17;MAV23000077;2023-05-30
1;17;MAV23000078;2023-05-30
1;17;MAV23000079;2023-05-30
1;17;MAV23000080;2023-05-30
0;7;MFR023000608;2023-05-30
0;7;MFR023000609;2023-05-30
0;7;MF23003596;2023-05-30
0;7;MFR023000610;2023-05-30
0;7;MFR023000611;2023-05-30
0;7;MFR023000612;2023-05-30
0;7;MFR023000613;2023-05-30
0;7;MFR023000614;2023-05-30
0;7;MFR023000615;2023-05-30
0;7;MFR023000616;2023-05-30
0;7;MFR023000617;2023-05-30
0;7;MFR023000618;2023-05-30
0;7;MFR023000619;2023-05-30
0;7;MFR023000620;2023-05-30
0;7;MFR023000622;2023-05-30
0;7;MFR023000623;2023-05-30
0;7;MFR023000624;2023-05-30
0;7;MFR023000625;2023-05-30
0;7;MFR023000626;2023-05-30
0;7;MFR023000627;2023-05-30
0;7;MFR023000628;2023-05-30
0;7;MFR023000629;2023-05-30
0;7;MF23003597;2023-05-30
0;7;MF23003598;2023-05-30
0;7;MF23003599;2023-05-30
0;7;MF23003600;2023-05-30
0;7;MFR023000630;2023-05-30
0;7;MF23003601;2023-05-30
0;7;MFR023000631;2023-05-30
0;7;MF23003602;2023-05-30
0;7;MF23003603;2023-05-30
0;7;MF23003604;2023-05-31
0;7;MF23003605;2023-05-31
0;7;MF23003606;2023-05-31
0;7;MF23003607;2023-05-31
0;7;MF23003608;2023-05-31
0;7;MF23003609;2023-05-31
0;7;MF23003610;2023-05-31
0;7;MF23003611;2023-05-31
0;7;MF23003612;2023-05-31
0;7;MF23003613;2023-05-31
0;7;MF23003614;2023-05-31
0;7;MF23003615;2023-05-31
0;7;MF23003616;2023-05-31
0;7;MF23003617;2023-05-31
0;7;MF23003618;2023-05-31
0;7;MF23003619;2023-05-31
0;7;MFR023000632;2023-05-30
0;7;MFR023000633;2023-05-30
0;7;MFR023000634;2023-05-30
0;7;MFR023000635;2023-05-30
0;7;MFR023000636;2023-05-30
0;7;MFR023000637;2023-05-30
0;3;MBL23002102;2023-05-31
0;3;MBL23002103;2023-05-31
0;3;MBL23002104;2023-05-31
0;3;MBL23002106;2023-05-31
0;3;MBL23002107;2023-05-31
0;3;MBL23002112;2023-05-31
0;3;MBL23002116;2023-05-31
0;3;MBL23002123;2023-05-31
0;3;MBL23002124;2023-05-31
0;3;MBL23002125;2023-05-31
0;3;MBL23002126;2023-05-31
0;3;MBL23002127;2023-05-31
0;3;MBL23002128;2023-05-31
0;3;MBL23002129;2023-05-31
0;3;MBL23002130;2023-05-31
0;7;MF23003621;2023-05-31
0;7;MF23003622;2023-05-31
1;17;AM00000004099;2023-05-31
1;17;AM00000004100;2023-05-31
1;17;AM00000004101;2023-05-31
1;17;AM00000004102;2023-05-31
1;17;AM00000004103;2023-05-31
1;17;AM00000004104;2023-05-31
0;7;MFR023000638;2023-05-31
0;4;MBR23000726;2023-05-31
0;4;MBR23000727;2023-05-31
0;4;MBR23000728;2023-05-31
0;4;MBR23000729;2023-05-31
0;4;MBR23000730;2023-05-31
0;4;MBR23000731;2023-05-31
0;7;MF23003623;2023-05-31
0;7;MF23003624;2023-05-31
0;4;MBR23000732;2023-05-31
0;7;MF23003625;2023-05-31
0;7;MF23003626;2023-05-31
0;4;MBR23000733;2023-05-31
0;4;MBR23000734;2023-05-31
0;4;MBR23000735;2023-05-31
0;4;MBR23000736;2023-05-31
0;7;MF23003627;2023-05-30
0;4;MBR23000737;2023-05-31
0;4;MBR23000738;2023-05-31
0;4;MBR23000739;2023-05-31
0;4;MBR23000740;2023-05-31
0;4;MBR23000741;2023-05-31
0;4;MBR23000742;2023-05-31
0;4;MBR23000743;2023-05-31
0;4;MBR23000744;2023-05-31
0;4;MBR23000745;2023-05-31
0;4;MBR23000746;2023-05-31
0;4;MBR23000747;2023-05-31
0;4;MBR23000748;2023-05-31
0;4;MBR23000749;2023-05-31
0;4;MBR23000750;2023-05-31
0;4;MBR23000751;2023-05-31
0;4;MBR23000752;2023-05-31
0;4;MBR23000753;2023-05-31
0;4;MBR23000754;2023-05-31
0;4;MBR23000755;2023-05-31
2;23;MTM23000005;2023-05-31
0;4;MBR23000756;2023-05-31
0;4;MBR23000757;2023-05-31
0;7;MF23003628;2023-05-31
0;7;MF23003629;2023-05-31
0;7;MF23003630;2023-05-31
0;7;MF23003631;2023-05-31
0;7;MF23003632;2023-05-31
0;7;MF23003633;2023-05-31
0;7;MF23003634;2023-05-31
0;7;MF23003635;2023-05-31
0;7;MF23003636;2023-05-31
0;7;MF23003637;2023-05-31
0;7;MFR023000639;2023-05-31
0;7;MFR023000640;2023-05-31
0;7;MF23003638;2023-05-31
0;7;MF23003639;2023-05-31
0;7;MF23003640;2023-05-31
0;7;MF23003641;2023-05-31
0;7;MF23003642;2023-05-31
0;7;MF23003643;2023-05-31
0;7;MFR023000641;2023-05-31
0;7;MFR023000642;2023-05-31
0;7;MF23003644;2023-05-31
0;7;MFR023000643;2023-05-31
0;7;MF23003645;2023-05-31
0;7;MFR023000644;2023-05-31
0;7;MF23003646;2023-05-31
0;7;MF23003647;2023-06-01
0;7;MF23003648;2023-06-01
0;7;MF23003649;2023-06-01
0;7;MF23003650;2023-06-01
0;7;MF23003651;2023-06-01
0;7;MF23003652;2023-06-01
0;7;MF23003653;2023-06-01
0;3;MBL23002149;2023-05-31
0;3;MBL23002150;2023-05-31
0;3;MBL23002152;2023-05-31
0;3;MBL23002153;2023-05-31
0;3;MBL23002154;2023-05-31
0;3;MBL23002155;2023-05-31
0;3;MBL23002156;2023-05-31
0;3;MBL23002157;2023-05-31
0;3;MBL23002158;2023-05-31
0;3;MBL23002159;2023-05-31
0;3;MBL23002160;2023-05-31
0;3;MBL23002161;2023-05-31
0;3;MBL23002162;2023-05-31
0;3;MBL23002163;2023-05-31
0;3;MBL23002164;2023-05-31
0;3;MBL23002165;2023-05-31
0;3;MBL23002166;2023-05-31
0;3;MBL23002167;2023-05-31
1;17;AM00000004105;2023-05-31
1;17;AM00000004106;2023-05-31
0;7;MF23003654;2023-06-01
0;7;MF23003655;2023-06-01
0;7;MF23003656;2023-06-01
0;7;MF23003657;2023-06-01
0;7;MF23003658;2023-06-01
0;6;MF23003659;2023-06-01
0;7;MF23003660;2023-06-01
0;7;MF23003661;2023-06-01
0;7;MF23003662;2023-06-01
0;7;MF23003663;2023-06-01
0;7;MF23003664;2023-06-01
0;7;MF23003665;2023-06-01
0;7;MF23003666;2023-06-01
0;7;MF23003667;2023-06-01
1;17;AM00000004107;2023-06-01
1;17;AM00000004108;2023-06-01
0;7;MF23003668;2023-06-01
0;7;MF23003669;2023-06-01
0;7;MF23003670;2023-06-01
0;7;MF23003671;2023-06-01
1;17;AM00000004109;2023-06-01
0;7;MF23003672;2023-06-01
0;7;MFR023000645;2023-06-01
0;7;MFR023000646;2023-06-01
0;7;MF23003673;2023-06-01
0;7;MF23003674;2023-06-01
0;7;MF23003675;2023-06-01
0;7;MF23003676;2023-06-02
0;7;MF23003677;2023-06-02
0;7;MF23003678;2023-06-02
0;7;MF23003679;2023-06-02
0;7;MF23003680;2023-06-02
0;7;MF23003681;2023-06-02
0;7;MF23003682;2023-06-01
0;7;MF23003683;2023-06-01
0;7;MF23003684;2023-06-01
0;7;MF23003685;2023-06-01
0;7;MF23003686;2023-06-01
0;7;MF23003687;2023-06-01
0;7;MF23003688;2023-06-01
0;7;MF23003689;2023-06-01
0;7;MF23003690;2023-06-01
0;7;MF23003691;2023-06-01
0;7;MF23003692;2023-06-01
0;7;MF23003693;2023-06-01
0;7;MF23003694;2023-06-01
0;7;MF23003695;2023-06-02
0;7;MF23003696;2023-06-02
0;7;MF23003697;2023-06-02
0;7;MFR023000647;2023-06-01
0;7;MFR023000648;2023-06-01
0;7;MFR023000649;2023-06-01
0;7;MFR023000650;2023-06-01
0;7;MF23003698;2023-06-02
0;7;MFR023000651;2023-06-01
0;7;MF23003699;2023-06-02
0;7;MF23003700;2023-06-02
0;7;MF23003701;2023-06-02
0;7;MFR023000652;2023-06-01
0;7;MF23003702;2023-06-02
0;7;MF23003703;2023-06-02
0;7;MF23003704;2023-06-02
0;7;MF23003705;2023-06-02
0;7;MF23003706;2023-06-02
0;7;MF23003707;2023-06-02
0;7;MF23003708;2023-06-02
0;7;MF23003709;2023-06-02
0;7;MF23003710;2023-06-02
0;7;MF23003711;2023-06-02
0;7;MF23003712;2023-06-02
0;7;MF23003713;2023-06-02
0;7;MF23003714;2023-06-02
0;7;MF23003715;2023-06-02
0;7;MF23003716;2023-06-02
0;7;MFR023000653;2023-06-01
0;7;MF23003717;2023-06-02
0;7;MF23003718;2023-06-02
0;3;MBL23002188;2023-06-01
0;3;MBL23002189;2023-06-01
0;3;MBL23002190;2023-06-01
0;3;MBL23002191;2023-06-01
0;3;MBL23002192;2023-06-01
0;3;MBL23002193;2023-06-01
0;3;MBL23002194;2023-06-01
0;3;MBL23002195;2023-06-01
0;3;MBL23002196;2023-06-01
0;3;MBL23002197;2023-06-01
0;3;MBL23002198;2023-06-01
0;3;MBL23002199;2023-06-02
0;3;MBL23002200;2023-06-02
0;3;MBL23002201;2023-06-02
0;3;MBL23002202;2023-06-02
0;3;MBL23002203;2023-06-02
0;3;MBL23002204;2023-06-02
0;4;MBR23000758;2023-06-02
0;4;MBR23000759;2023-06-02
0;7;MF23003719;2023-06-02
0;7;MF23003720;2023-06-02
0;4;MBR23000760;2023-06-02
0;7;MF23003721;2023-06-02
0;7;MF23003722;2023-06-02
0;4;MBR23000761;2023-06-02
0;4;MBR23000762;2023-06-02
0;4;MBR23000763;2023-06-02
0;7;MF23003723;2023-06-02
0;4;MBR23000764;2023-06-02
0;4;MBR23000765;2023-06-02
0;4;MBR23000766;2023-06-02
0;4;MBR23000767;2023-06-02
0;4;MBR23000768;2023-06-02
0;4;MBR23000769;2023-06-02
0;4;MBR23000770;2023-06-02
0;4;MBR23000771;2023-06-02
0;4;MBR23000772;2023-06-02
0;4;MBR23000773;2023-06-02
0;4;MBR23000774;2023-06-02
0;4;MBR23000775;2023-06-02
0;4;MBR23000776;2023-06-02
0;4;MBR23000777;2023-06-02
0;4;MBR23000778;2023-06-02
0;4;MBR23000779;2023-06-02
0;4;MBR23000780;2023-06-02
0;4;MBR23000781;2023-06-02
0;4;MBR23000782;2023-06-02
0;4;MBR23000783;2023-06-02
0;4;MBR23000784;2023-06-02
0;4;MBR23000785;2023-06-02
0;4;MBR23000786;2023-06-02
0;4;MBR23000787;2023-06-02
0;4;MBR23000788;2023-06-02
1;17;AM00000004110;2023-06-02
1;17;AM00000004111;2023-06-02
1;17;AM00000004112;2023-06-02
0;7;MF23003724;2023-06-02
1;17;AM00000004113;2023-06-02
1;17;AM00000004114;2023-06-02
1;17;AM00000004115;2023-06-02
1;17;AM00000004116;2023-06-02
0;4;MBR23000789;2023-06-02
0;7;MF23003725;2023-06-02
0;4;MBR23000790;2023-06-02
0;7;MFR023000654;2023-06-02
0;7;MFR023000655;2023-06-02
0;7;MF23003726;2023-06-02
0;7;MF23003727;2023-06-02
0;7;MF23003728;2023-06-02
0;7;MFR023000656;2023-06-02
0;7;MFR023000657;2023-06-02
0;7;MFR023000658;2023-06-02
0;7;MF23003729;2023-06-02
0;7;MF23003730;2023-06-03
0;7;MF23003731;2023-06-03
0;7;MF23003732;2023-06-03
0;7;MF23003733;2023-06-03
0;7;MF23003734;2023-06-03
0;7;MF23003735;2023-06-03
0;7;MF23003736;2023-06-03
0;7;MF23003737;2023-06-03
0;7;MF23003738;2023-06-03
0;7;MF23003739;2023-06-03
0;7;MF23003740;2023-06-03
0;7;MF23003741;2023-06-03
0;7;MF23003742;2023-06-03
0;7;MF23003743;2023-06-03
1;17;AM00000004117;2023-06-03
1;16;AM00000004118;2023-06-03
0;7;MFR023000659;2023-06-02
0;7;MFR023000660;2023-06-02
0;7;MF23003744;2023-06-03
0;7;MF23003745;2023-06-03
0;7;MF23003746;2023-06-03
0;7;MF23003747;2023-06-03
0;7;MF23003748;2023-06-03
0;7;MF23003749;2023-06-03
0;3;MBL23002205;2023-06-02
0;3;MBL23002206;2023-06-02
0;3;MBL23002207;2023-06-02
0;3;MBL23002208;2023-06-02
0;3;MBL23002209;2023-06-02
0;3;MBL23002210;2023-06-02
0;3;MBL23002211;2023-06-02
0;3;MBL23002212;2023-06-02
0;3;MBL23002213;2023-06-02
0;3;MBL23002214;2023-06-02
0;3;MBL23002215;2023-06-02
0;3;MBL23002216;2023-06-02
0;3;MBL23002217;2023-06-02
0;3;MBL23002218;2023-06-02
0;3;MBL23002219;2023-06-02
0;3;MBL23002220;2023-06-02
0;7;MF23003750;2023-06-03
0;7;MF23003751;2023-06-03
0;7;MF23003752;2023-06-02
0;7;MFR023000661;2023-06-02
0;7;MF23003753;2023-06-03
0;7;MFR023000662;2023-06-03
0;7;MFR023000663;2023-06-03
0;7;MF23003754;2023-06-03
0;7;MF23003755;2023-06-03
0;4;MBR23000791;2023-06-03
0;4;MBR23000792;2023-06-03
0;4;MBR23000793;2023-06-03
0;7;MF23003756;2023-06-03
0;4;MBR23000794;2023-06-03
0;4;MBR23000795;2023-06-03
0;4;MBR23000796;2023-06-03
0;4;MBR23000797;2023-06-03
0;4;MBR23000798;2023-06-03
0;4;MBR23000799;2023-06-03
0;4;MBR23000800;2023-06-03
0;4;MBR23000801;2023-06-03
0;4;MBR23000802;2023-06-03
0;4;MBR23000803;2023-06-03
0;7;MFR023000664;2023-06-03
0;4;MBR23000804;2023-06-03
0;4;MBR23000805;2023-06-03
0;4;MBR23000806;2023-06-03
0;4;MBR23000807;2023-06-03
1;17;AM00000004119;2023-06-03
1;17;AM00000004120;2023-06-03
1;17;AM00000004121;2023-06-03
1;17;AM00000004122;2023-06-03
0;7;MF23003757;2023-06-03
0;7;MF23003758;2023-06-03
0;7;MF23003759;2023-06-03
0;3;MBL23002221;2023-06-03
0;3;MBL23002222;2023-06-03
0;3;MBL23002223;2023-06-03
0;3;MBL23002224;2023-06-03
0;3;MBL23002225;2023-06-03
0;3;MBL23002226;2023-06-03
0;3;MBL23002227;2023-06-03
0;3;MBL23002228;2023-06-03
0;3;MBL23002229;2023-06-03
0;3;MBL23002230;2023-06-03
0;3;MBL23002231;2023-06-03
0;3;MBL23002232;2023-06-03
0;3;MBL23002233;2023-06-03
0;3;MBL23002234;2023-06-03
0;3;MBL23002235;2023-06-03
0;3;MBL23002236;2023-06-03
0;3;MBL23002237;2023-06-03
0;3;MBL23002238;2023-06-03
0;3;MBL23002239;2023-06-03
0;7;MF23003760;2023-06-05
0;7;MF23003761;2023-06-05
0;7;MF23003762;2023-06-05
0;7;MF23003763;2023-06-05
0;7;MF23003764;2023-06-05
0;7;MF23003765;2023-06-05
0;7;MF23003766;2023-06-05
0;7;MF23003767;2023-06-05
0;7;MF23003768;2023-06-05
0;7;MF23003769;2023-06-05
0;7;MF23003770;2023-06-05
0;7;MF23003771;2023-06-05
0;7;MF23003772;2023-06-03
1;17;AM00000004123;2023-06-05
0;7;MF23003773;2023-06-05
0;7;MF23003774;2023-06-05
0;7;MF23003775;2023-06-05
0;7;MF23003776;2023-06-05
0;7;MF23003777;2023-06-05
0;7;MF23003778;2023-06-05
0;7;MF23003779;2023-06-05
0;7;MF23003780;2023-06-05
0;7;MF23003781;2023-06-05
0;7;MF23003782;2023-06-03
0;4;MBR23000808;2023-06-03
0;4;MBR23000809;2023-06-03
0;4;MBR23000810;2023-06-03
0;4;MBR23000811;2023-06-03
0;4;MBR23000812;2023-06-03
0;4;MBR23000813;2023-06-03
0;4;MBR23000814;2023-06-03
0;4;MBR23000815;2023-06-03
0;4;MBR23000816;2023-06-03
0;4;MBR23000817;2023-06-03
0;4;MBR23000818;2023-06-03
0;4;MBR23000819;2023-06-03
0;4;MBR23000820;2023-06-03
0;4;MBR23000821;2023-06-03
0;4;MBR23000822;2023-06-03
0;4;MBR23000823;2023-06-03
0;7;MFR023000665;2023-06-05
0;7;MF23003783;2023-06-05
0;7;MFR023000666;2023-06-05
0;7;MFR023000667;2023-06-05
0;7;MFR023000668;2023-06-05
0;7;MFR023000669;2023-06-05
0;3;MBL23002240;2023-06-05
0;7;MF23003784;2023-06-05
1;17;AM00000004124;2023-06-05
0;3;MBL23002243;2023-06-05
0;3;MBL23002244;2023-06-05
0;3;MBL23002245;2023-06-05
0;3;MBL23002246;2023-06-05
0;3;MBL23002247;2023-06-05
0;4;MBR23000824;2023-06-05
0;4;MBR23000825;2023-06-05
0;4;MBR23000826;2023-06-05
0;4;MBR23000827;2023-06-05
0;4;MBR23000828;2023-06-05
0;4;MBR23000829;2023-06-05
0;4;MBR23000830;2023-06-05
0;4;MBR23000831;2023-06-05
0;4;MBR23000832;2023-06-05
0;4;MBR23000833;2023-06-05
0;4;MBR23000834;2023-06-05
0;4;MBR23000835;2023-06-05
0;4;MBR23000836;2023-06-05
0;4;MBR23000837;2023-06-05
0;4;MBR23000838;2023-06-05
0;4;MBR23000839;2023-06-05
0;4;MBR23000840;2023-06-05
0;4;MBR23000841;2023-06-05
0;7;MF23003785;2023-06-05
1;17;AM00000004125;2023-06-05
1;17;AM00000004126;2023-06-05
0;4;MBR23000842;2023-06-05
1;17;AM00000004127;2023-06-05
1;17;AM00000004128;2023-06-03
0;7;MF23003786;2023-06-06
0;7;MF23003787;2023-06-06
0;7;MF23003788;2023-06-06
0;7;MF23003789;2023-06-06
0;7;MF23003790;2023-06-06
0;7;MF23003791;2023-06-06
0;7;MF23003792;2023-06-06
0;7;MF23003793;2023-06-06
0;7;MF23003794;2023-06-06
0;7;MF23003795;2023-06-06
0;7;MF23003796;2023-06-06
0;7;MF23003797;2023-06-06
0;7;MF23003798;2023-06-06
0;7;MF23003799;2023-06-06
0;7;MF23003800;2023-06-06
0;7;MF23003801;2023-06-06
0;7;MF23003802;2023-06-06
0;7;MF23003803;2023-06-06
0;7;MF23003804;2023-06-06
0;7;MF23003805;2023-06-06
0;7;MF23003806;2023-06-06
0;7;MF23003807;2023-06-06
0;7;MF23003808;2023-06-06
0;7;MF23003809;2023-06-05
1;17;AM00000004129;2023-06-06
1;17;AM00000004130;2023-06-06
1;17;AM00000004131;2023-06-06
0;7;MF23003810;2023-06-06
0;7;MF23003811;2023-06-06
0;7;MF23003812;2023-06-06
0;7;MF23003813;2023-06-06
0;7;MF23003814;2023-06-06
0;7;MF23003815;2023-06-06
0;7;MFR023000670;2023-06-05
0;7;MFR023000671;2023-06-05
1;17;AM00000004132;2023-06-06
0;7;MF23003816;2023-06-06
0;7;MFR023000672;2023-06-05
0;7;MFR023000673;2023-06-05
0;7;MF23003817;2023-06-05
1;17;AM00000004133;2023-06-06
0;7;MF23003818;2023-06-06
0;4;MBR23000843;2023-06-06
0;4;MBR23000844;2023-06-06
0;4;MBR23000845;2023-06-06
0;4;MBR23000846;2023-06-06
0;4;MBR23000847;2023-06-06
0;4;MBR23000848;2023-06-06
2;23;MTM23000006;2023-06-06
2;23;MTM23000007;2023-06-06
0;7;MFR023000674;2023-06-06
0;7;MFR023000675;2023-06-06
0;7;MFR023000676;2023-06-06
0;7;MFR023000677;2023-06-06
0;7;MF23003819;2023-06-06
0;7;MFR023000678;2023-06-06
0;7;MF23003820;2023-06-06
