DO_Domaine;DO_Type;DO_Piece;DO_Date
0;7;MF00000029799;2025-04-25
0;7;MF00000029800;2025-04-25
0;7;MF00000029801;2025-04-25
1;17;MAV250000152;2025-04-25
1;17;MAV250000153;2025-04-25
1;17;MAV250000154;2025-04-25
0;3;MBL250003745;2025-04-25
0;7;MF00000029802;2025-04-25
1;17;MAV250000156;2025-04-25
1;17;AM250000804;2025-04-25
0;7;MF00000029803;2025-04-25
0;7;MF00000029804;2025-04-26
0;7;MF00000029805;2025-04-26
0;7;MF00000029806;2025-04-26
0;7;MF00000029807;2025-04-26
0;7;MF00000029808;2025-04-26
0;7;MF00000029809;2025-04-26
0;7;MF00000029810;2025-04-26
0;7;MF00000029811;2025-04-26
0;7;MF00000029812;2025-04-26
0;7;MF00000029813;2025-04-26
1;17;AM250000805;2025-04-26
1;17;MAV250000157;2025-04-26
0;7;MFR250000592;2025-04-26
1;17;MAV250000158;2025-04-26
1;17;MAV250000159;2025-04-26
1;17;MAV250000160;2025-04-26
0;7;MF00000029814;2025-04-26
0;7;MF00000029815;2025-04-26
0;7;MF00000029816;2025-04-26
0;7;MF00000029817;2025-04-26
0;7;MF00000029818;2025-04-26
1;13;MBL250001234;2025-04-26
1;17;AM250000806;2025-04-26
1;17;AM250000807;2025-04-26
0;7;MF00000029819;2025-04-26
0;7;MF00000029820;2025-04-26
0;7;MF00000029821;2025-04-26
0;7;MF00000029822;2025-04-26
0;7;MF00000029823;2025-04-26
1;13;MBL250001236;2025-04-26
0;7;MF00000029824;2025-04-26
0;7;MF00000029825;2025-04-26
0;7;MF00000029826;2025-04-26
0;7;MF00000029827;2025-04-26
0;7;MF00000029828;2025-04-26
0;3;MBL250003751;2025-04-26
0;7;MF00000029829;2025-04-26
0;7;MF00000029830;2025-04-26
0;7;MF00000029831;2025-04-26
0;7;MF00000029832;2025-04-26
0;3;MBL250003753;2025-04-26
0;7;MF00000029833;2025-04-26
0;3;MBL250003755;2025-04-26
1;17;AM250000808;2025-04-26
1;13;MBL250001237;2025-04-26
1;13;MBL250001238;2025-04-26
1;17;AM250000809;2025-04-26
1;16;AMR250000067;2025-04-26
1;17;AM250000810;2025-04-26
0;4;MBR250000511;2025-04-26
0;3;MBL250003759;2025-04-26
0;7;MF00000029834;2025-04-26
1;17;AM250000811;2025-04-26
0;7;MF00000029835;2025-04-26
1;16;AM250000812;2025-04-26
1;17;AM250000813;2025-04-26
0;4;MBR250000512;2025-04-26
1;17;AM250000814;2025-04-26
0;4;MBR250000513;2025-04-26
0;7;MF00000029836;2025-04-26
0;7;MF00000029837;2025-04-26
0;7;MF00000029838;2025-04-26
0;7;MFR250000593;2025-04-26
0;7;MFR250000594;2025-04-26
1;13;MBL250001239;2025-04-26
1;13;MBL250001240;2025-04-26
1;17;AM250000815;2025-04-26
1;13;MBL250001241;2025-04-26
0;3;MBL250003760;2025-04-26
0;3;MBL250003761;2025-04-26
0;4;MBR250000514;2025-04-26
0;4;MBR250000515;2025-04-26
0;7;MF00000029839;2025-04-26
0;7;MFR250000595;2025-04-26
0;7;MF00000029840;2025-04-28
0;7;MF00000029841;2025-04-28
0;7;MF00000029842;2025-04-28
0;7;MF00000029843;2025-04-28
0;7;MF00000029844;2025-04-28
0;7;MF00000029845;2025-04-28
0;7;MF00000029846;2025-04-28
1;17;AM250000816;2025-04-28
0;7;MF00000029847;2025-04-28
0;7;MF00000029848;2025-04-28
0;7;MF00000029849;2025-04-28
0;7;MF00000029850;2025-04-28
0;7;MF00000029851;2025-04-28
0;7;MF00000029852;2025-04-28
0;7;MF00000029853;2025-04-28
0;7;MF00000029854;2025-04-28
0;7;MF00000029855;2025-04-28
0;7;MF00000029856;2025-04-28
1;13;MBL250001243;2025-04-28
0;7;MF00000029857;2025-04-28
0;7;MF00000029858;2025-04-28
0;7;MF00000029859;2025-04-28
0;7;MF00000029860;2025-04-28
0;3;MBL250003771;2025-04-28
0;7;MFR250000596;2025-04-28
0;7;MFR250000597;2025-04-28
0;7;MF00000029861;2025-04-28
0;7;MF00000029862;2025-04-28
0;7;MF00000029863;2025-04-28
0;7;MF00000029864;2025-04-28
0;7;MF00000029865;2025-04-28
0;7;MFR250000598;2025-04-28
0;7;MF00000029866;2025-04-28
1;13;MBL250001245;2025-04-28
1;17;AMR250000068;2025-04-28
0;7;MF00000029867;2025-04-28
0;7;MF00000029868;2025-04-28
0;7;MF00000029869;2025-04-28
0;7;MF00000029870;2025-04-28
0;7;MF00000029871;2025-04-28
1;13;MBL250001246;2025-04-28
1;17;AM250000817;2025-04-28
0;3;MBL250003779;2025-04-28
0;3;MBL250003780;2025-04-28
0;3;MBL250003781;2025-04-28
0;7;MF00000029872;2025-04-28
0;4;MBR250000516;2025-04-28
0;4;MBR250000517;2025-04-28
0;4;MBR250000518;2025-04-28
0;4;MBR250000519;2025-04-28
0;4;MBR250000520;2025-04-28
1;17;AM250000818;2025-04-28
1;13;MBL250001247;2025-04-28
0;3;MBL250003788;2025-04-28
0;3;MBL250003789;2025-04-28
0;7;MFR250000599;2025-04-28
0;7;MF00000029873;2025-04-28
0;7;MF00000029874;2025-04-28
0;7;MF00000029875;2025-04-28
0;7;MF00000029876;2025-04-28
0;7;MFR250000600;2025-04-28
0;7;MF00000029877;2025-04-28
0;7;MFR250000601;2025-04-28
0;7;MFR250000602;2025-04-28
0;7;MFR250000603;2025-04-28
0;7;MFR250000604;2025-04-28
0;7;MFR250000605;2025-04-28
0;7;MFR250000606;2025-04-28
0;7;MFR250000607;2025-04-28
0;7;MFR250000608;2025-04-28
0;7;MF00000029878;2025-04-28
0;7;MF00000029879;2025-04-28
0;7;MF00000029880;2025-04-28
0;7;MF00000029881;2025-04-28
0;7;MF00000029882;2025-04-28
0;7;MF00000029883;2025-04-28
0;7;MF00000029884;2025-04-28
0;7;MF00000029885;2025-04-28
0;7;MF00000029886;2025-04-28
0;7;MF00000029887;2025-04-28
0;7;MFR250000609;2025-04-28
0;7;MFR250000610;2025-04-28
0;7;MF00000029888;2025-04-28
0;7;MF00000029889;2025-04-28
0;7;MF00000029890;2025-04-28
0;7;MF00000029891;2025-04-28
0;7;MF00000029892;2025-04-28
0;7;MF00000029893;2025-04-28
0;3;MBL250003833;2025-04-28
0;7;MF00000029894;2025-04-28
0;7;MF00000029895;2025-04-28
0;7;MF00000029896;2025-04-28
0;7;MF00000029897;2025-04-28
0;7;MF00000029898;2025-04-28
0;7;MF00000029899;2025-04-28
0;7;MF00000029900;2025-04-28
0;7;MF00000029901;2025-04-28
0;7;MF00000029902;2025-04-28
0;7;MF00000029903;2025-04-28
0;7;MF00000029904;2025-04-28
0;7;MF00000029905;2025-04-28
0;7;MF00000029906;2025-04-28
0;7;MF00000029907;2025-04-28
0;7;MF00000029908;2025-04-28
0;7;MF00000029909;2025-04-28
0;7;MFR250000611;2025-04-28
0;7;MF00000029910;2025-04-28
1;17;AM250000819;2025-04-28
1;13;MBL250001248;2025-04-28
1;13;MBL250001249;2025-04-28
1;17;AM250000820;2025-04-28
1;13;MBL250001251;2025-04-28
1;17;AM250000821;2025-04-28
0;7;MF00000029911;2025-04-28
0;7;MF00000029912;2025-04-28
0;7;MF00000029913;2025-04-28
0;4;MBR250000521;2025-04-29
0;4;MBR250000522;2025-04-29
0;4;MBR250000523;2025-04-29
1;13;MBL250001252;2025-04-29
1;13;MBL250001253;2025-04-29
0;7;MF00000029914;2025-04-29
0;7;MF00000029915;2025-04-29
0;7;MF00000029916;2025-04-29
0;7;MF00000029917;2025-04-29
0;7;MF00000029918;2025-04-29
0;7;MF00000029919;2025-04-29
0;7;MF00000029920;2025-04-29
0;7;MF00000029921;2025-04-29
0;7;MF00000029922;2025-04-29
0;7;MF00000029923;2025-04-29
0;7;MF00000029924;2025-04-29
0;7;MF00000029925;2025-04-29
0;7;MF00000029926;2025-04-29
0;7;MF00000029927;2025-04-29
0;3;MBL250003848;2025-04-29
0;7;MF00000029928;2025-04-29
0;7;MF00000029929;2025-04-29
0;7;MF00000029930;2025-04-29
0;7;MF00000029931;2025-04-29
0;7;MF00000029932;2025-04-29
0;7;MF00000029933;2025-04-29
1;13;MBL250001255;2025-04-29
1;13;MBL250001256;2025-04-29
0;3;MBL250003850;2025-04-29
0;7;MFR250000612;2025-04-29
0;7;MF00000029934;2025-04-29
1;16;AMR250000069;2025-04-29
0;7;MF00000029935;2025-04-29
0;7;MF00000029936;2025-04-29
0;7;MF00000029937;2025-04-29
0;7;MF00000029938;2025-04-29
0;7;MF00000029939;2025-04-29
0;7;MF00000029940;2025-04-29
0;7;MF00000029941;2025-04-29
0;7;MF00000029942;2025-04-29
0;7;MF00000029943;2025-04-29
0;7;MF00000029944;2025-04-29
0;7;MF00000029945;2025-04-29
0;7;MF00000029946;2025-04-29
1;13;MBL250001258;2025-04-29
0;4;MBR250000524;2025-04-29
1;13;MBL250001259;2025-04-29
1;13;MBL250001260;2025-04-29
0;3;MBL250003856;2025-04-29
0;3;MBL250003857;2025-04-29
0;4;MBR250000525;2025-04-29
1;17;AM250000822;2025-04-29
0;7;MF00000029947;2025-04-29
0;7;MF00000029948;2025-04-29
0;7;MF00000029949;2025-04-29
0;7;MF00000029950;2025-04-29
0;7;MF00000029951;2025-04-29
0;7;MF00000029952;2025-04-29
0;7;MFR250000613;2025-04-29
0;7;MF00000029953;2025-04-29
0;7;MF00000029954;2025-04-29
0;7;MF00000029955;2025-04-29
1;13;MBL250001262;2025-04-29
0;7;MF00000029956;2025-04-29
0;7;MF00000029957;2025-04-29
0;7;MF00000029958;2025-04-29
0;4;MBR250000526;2025-04-29
0;3;MBL250003864;2025-04-29
1;17;AM250000823;2025-04-29
0;7;MF00000029959;2025-04-29
1;13;MBL250001263;2025-04-29
1;17;AM250000824;2025-04-29
1;13;MBL250001264;2025-04-29
1;13;MBL250001265;2025-04-29
0;7;MF00000029960;2025-04-29
0;7;MF00000029961;2025-04-29
0;7;MFR250000614;2025-04-29
0;7;MF00000029962;2025-04-29
0;7;MF00000029963;2025-04-29
0;7;MFR250000615;2025-04-29
0;7;MF00000029964;2025-04-29
0;7;MF00000029965;2025-04-29
0;7;MF00000029966;2025-04-29
0;7;MFR250000616;2025-04-29
0;7;MF00000029967;2025-04-29
0;7;MF00000029968;2025-04-29
0;7;MFR250000617;2025-04-29
0;7;MFR250000618;2025-04-29
0;7;MFR250000619;2025-04-29
0;7;MFR250000620;2025-04-29
1;17;AM250000825;2025-04-29
1;13;MBL250001266;2025-04-29
0;7;MF00000029969;2025-04-30
0;7;MF00000029970;2025-04-30
0;7;MF00000029971;2025-04-30
0;7;MF00000029972;2025-04-30
0;7;MF00000029973;2025-04-30
0;7;MF00000029974;2025-04-30
1;16;AM250000826;2025-04-30
0;7;MF00000029975;2025-04-30
0;7;MF00000029976;2025-04-30
0;7;MF00000029977;2025-04-30
0;7;MFR250000621;2025-04-30
0;3;MBL250003893;2025-04-30
1;13;MBL250001268;2025-04-30
1;13;MBL250001269;2025-04-30
0;7;MF00000029978;2025-04-30
0;7;MF00000029979;2025-04-30
0;7;MF00000029980;2025-04-30
0;7;MF00000029981;2025-04-30
0;7;MF00000029982;2025-04-30
0;7;MF00000029983;2025-04-30
0;7;MF00000029984;2025-04-30
1;17;AM250000827;2025-04-30
1;17;AM250000828;2025-04-30
1;17;AM250000829;2025-04-30
1;17;AMR250000070;2025-04-30
1;17;AM250000830;2025-04-30
0;7;MF00000029985;2025-04-30
1;17;AM250000831;2025-04-30
1;17;AM250000832;2025-04-30
1;17;AM250000833;2025-04-30
1;17;AM250000834;2025-04-30
0;7;MF00000029986;2025-04-30
0;7;MF00000029987;2025-04-30
0;7;MF00000029988;2025-04-30
0;7;MF00000029989;2025-04-30
1;17;AM250000835;2025-04-30
1;17;AM250000836;2025-04-30
1;13;MBL250001270;2025-04-30
0;7;MFR250000622;2025-04-30
1;17;AM250000837;2025-04-30
0;7;MF00000029990;2025-04-30
1;17;AM250000838;2025-04-30
1;13;MBL250001271;2025-04-30
1;13;MBL250001272;2025-04-30
0;3;MBL250003901;2025-04-30
0;7;MF00000029991;2025-04-30
0;7;MF00000029992;2025-04-30
0;7;MF00000029993;2025-04-30
0;7;MF00000029994;2025-04-30
0;7;MF00000029995;2025-04-30
0;7;MF00000029996;2025-04-30
0;7;MF00000029997;2025-04-30
0;7;MF00000029998;2025-04-30
0;7;MF00000029999;2025-04-30
0;7;MF00000030000;2025-04-30
0;7;MF00000030001;2025-04-30
0;7;MF00000030002;2025-04-30
0;7;MF00000030003;2025-04-30
0;7;MF00000030004;2025-04-30
1;17;AM250000839;2025-04-30
1;17;AM250000840;2025-04-30
0;7;MF00000030005;2025-04-30
0;7;MF00000030006;2025-04-30
0;7;MF00000030007;2025-04-30
0;7;MF00000030008;2025-04-30
0;7;MF00000030009;2025-04-30
0;7;MF00000030010;2025-04-30
0;7;MF00000030011;2025-04-30
0;7;MF00000030012;2025-04-30
0;7;MF00000030013;2025-04-30
0;7;MF00000030014;2025-04-30
0;7;MF00000030015;2025-04-30
0;7;MF00000030016;2025-04-30
0;7;MF00000030017;2025-04-30
0;7;MF00000030018;2025-04-30
1;17;AM250000841;2025-04-30
0;7;MF00000030019;2025-04-30
0;7;MF00000030020;2025-04-30
0;7;MF00000030021;2025-04-30
0;7;MF00000030022;2025-04-30
0;7;MF00000030023;2025-04-30
0;7;MF00000030024;2025-04-30
0;7;MF00000030025;2025-04-30
0;3;MBL250003928;2025-04-30
0;7;MF00000030026;2025-04-30
0;7;MFR250000623;2025-04-30
0;7;MF00000030027;2025-04-30
0;7;MF00000030028;2025-04-30
0;7;MF00000030029;2025-04-30
0;7;MF00000030030;2025-04-30
0;7;MF00000030031;2025-04-30
1;16;AM250000842;2025-04-30
0;7;MF00000030032;2025-04-30
0;7;MF00000030033;2025-04-30
0;7;MF00000030034;2025-04-30
0;7;MF00000030035;2025-04-30
0;7;MF00000030036;2025-04-30
0;7;MF00000030037;2025-04-30
0;7;MF00000030038;2025-04-30
0;7;MF00000030039;2025-04-30
0;7;MF00000030040;2025-04-30
0;7;MF00000030041;2025-04-30
0;7;MF00000030042;2025-04-30
0;7;MF00000030043;2025-04-30
0;7;MF00000030044;2025-04-30
0;7;MF00000030045;2025-04-30
0;7;MF00000030046;2025-04-30
0;7;MF00000030047;2025-04-30
0;7;MF00000030048;2025-04-30
0;7;MF00000030049;2025-04-30
0;7;MF00000030050;2025-04-30
0;7;MF00000030051;2025-04-30
0;7;MF00000030052;2025-04-30
0;7;MF00000030053;2025-04-30
0;7;MF00000030054;2025-04-30
0;7;MF00000030055;2025-04-30
0;7;MF00000030056;2025-04-30
0;7;MF00000030057;2025-04-30
0;7;MF00000030058;2025-04-30
0;7;MF00000030059;2025-04-30
0;7;MF00000030060;2025-04-30
0;7;MF00000030061;2025-04-30
0;7;MF00000030062;2025-04-30
0;7;MF00000030063;2025-04-30
0;7;MF00000030064;2025-04-30
0;7;MF00000030065;2025-04-30
0;7;MF00000030066;2025-04-30
0;7;MF00000030067;2025-04-30
0;7;MF00000030068;2025-04-30
0;7;MF00000030069;2025-04-30
0;7;MF00000030070;2025-04-30
0;7;MF00000030071;2025-04-30
0;7;MF00000030072;2025-04-30
0;7;MF00000030073;2025-04-30
0;7;MF00000030074;2025-04-30
0;7;MF00000030075;2025-04-30
0;7;MF00000030076;2025-04-30
0;7;MF00000030077;2025-04-30
0;7;MF00000030078;2025-04-30
0;7;MF00000030079;2025-04-30
0;7;MF00000030080;2025-04-30
0;7;MF00000030081;2025-04-30
0;7;MF00000030082;2025-04-30
0;7;MF00000030083;2025-04-30
0;7;MF00000030084;2025-04-30
0;7;MF00000030085;2025-04-30
0;7;MF00000030086;2025-04-30
0;7;MF00000030087;2025-04-30
0;7;MF00000030088;2025-04-30
0;7;MF00000030089;2025-04-30
0;7;MF00000030090;2025-04-30
0;7;MF00000030091;2025-04-30
0;7;MF00000030092;2025-04-30
0;7;MF00000030093;2025-04-30
0;7;MF00000030094;2025-04-30
0;7;MF00000030095;2025-04-30
0;7;MF00000030096;2025-04-30
0;7;MF00000030097;2025-04-30
0;3;MBL250003940;2025-04-30
0;7;MF00000030098;2025-04-30
1;17;AM250000843;2025-04-30
1;13;MBL250001274;2025-04-30
1;14;MBR250000027;2025-04-30
1;17;AM250000844;2025-04-30
1;13;MBL250001275;2025-04-30
1;13;MBL250001276;2025-04-30
1;13;MBL250001277;2025-04-30
0;7;MF00000030099;2025-04-30
0;7;MF00000030100;2025-04-30
0;7;MF00000030101;2025-04-30
0;7;MF00000030102;2025-04-30
0;7;MF00000030103;2025-04-30
1;12;MBC250000310;2025-04-30
0;7;MF00000030104;2025-04-30
0;7;MF00000030105;2025-04-30
0;7;MF00000030106;2025-04-30
0;7;MF00000030107;2025-04-30
0;7;MF00000030108;2025-04-30
0;7;MF00000030109;2025-04-30
0;7;MF00000030110;2025-04-30
0;7;MF00000030111;2025-04-30
1;13;MBL250001280;2025-04-30
1;13;MBL250001281;2025-04-30
0;7;MF00000030112;2025-04-30
0;7;MF00000030113;2025-04-30
0;7;MF00000030114;2025-04-30
0;7;MF00000030115;2025-04-30
1;13;MBL250001282;2025-04-30
1;17;AM250000845;2025-04-30
0;7;MF00000030116;2025-04-30
0;7;MF00000030117;2025-04-30
0;7;MF00000030118;2025-04-30
0;7;MF00000030119;2025-04-30
0;7;MF00000030120;2025-04-30
1;13;MBL250001283;2025-04-30
1;13;MBL250001284;2025-04-30
1;13;MBL250001285;2025-04-30
1;17;AM250000846;2025-04-30
1;17;AM250000847;2025-04-30
1;17;AM250000848;2025-04-30
1;17;AM250000849;2025-04-30
1;13;MBL250001286;2025-04-30
1;13;MBL250001287;2025-04-30
1;17;AM250000850;2025-04-30
1;13;MBL250001288;2025-04-30
1;13;MBL250001289;2025-04-30
1;13;MBL250001290;2025-04-30
1;13;MBL250001291;2025-04-30
1;13;MBL250001292;2025-04-30
0;7;MF00000030121;2025-04-30
0;7;MF00000030122;2025-04-30
1;13;MBL250001294;2025-05-01
0;4;MBR250000527;2025-05-01
0;4;MBR250000528;2025-05-01
0;3;MBL250003964;2025-05-01
0;4;MBR250000529;2025-05-01
0;3;MBL250003965;2025-05-01
0;4;MBR250000530;2025-05-01
0;3;MBL250003966;2025-05-01
0;7;MF00000030123;2025-05-01
0;3;MBL250003967;2025-05-01
0;7;MFR250000624;2025-05-01
0;3;MBL250003970;2025-05-01
0;4;MBR250000531;2025-05-01
0;3;MBL250003971;2025-05-01
0;7;MF00000030124;2025-05-01
0;7;MF00000030125;2025-05-01
0;7;MF00000030126;2025-05-01
1;13;MBL250001296;2025-05-01
1;13;MBL250001297;2025-05-01
0;3;MBL250003972;2025-05-01
0;4;MBR250000532;2025-05-01
1;13;MBL250001299;2025-05-01
0;4;MBR250000533;2025-05-01
0;7;MFR250000625;2025-05-01
0;7;MFR250000626;2025-05-01
0;7;MF00000030127;2025-05-01
1;12;MBC250000313;2025-05-01
0;7;MF00000030128;2025-05-01
0;7;MF00000030129;2025-05-01
0;3;MBL250003975;2025-05-01
0;7;MF00000030130;2025-05-01
1;13;MBL250001300;2025-05-01
0;7;MF00000030131;2025-05-01
0;7;MF00000030132;2025-05-01
0;7;MFR250000627;2025-05-01
0;7;MF00000030133;2025-05-01
0;7;MFR250000628;2025-05-01
0;7;MF00000030134;2025-05-01
0;7;MFR250000629;2025-05-01
0;7;MF00000030135;2025-05-01
0;7;MF00000030136;2025-05-01
0;7;MFR250000630;2025-05-01
0;7;MF00000030137;2025-05-01
0;7;MF00000030138;2025-05-01
0;7;MFR250000631;2025-05-01
0;7;MF00000030139;2025-05-01
1;13;MBL250001304;2025-05-01
1;13;MBL250001305;2025-05-01
1;13;MBL250001306;2025-05-01
1;13;MBL250001307;2025-05-01
0;3;MBL250003982;2025-05-01
0;7;MF00000030140;2025-05-01
0;7;MFR250000632;2025-05-01
1;13;MBL250001311;2025-05-01
1;13;MBL250001312;2025-05-01
1;13;MBL250001313;2025-05-01
0;7;MF00000030141;2025-05-01
0;7;MF00000030142;2025-05-01
0;7;MFR250000633;2025-05-01
0;7;MFR250000634;2025-05-01
0;7;MF00000030143;2025-05-01
0;7;MFR250000635;2025-05-01
0;7;MFR250000636;2025-05-01
0;7;MFR250000637;2025-05-01
0;7;MF00000030144;2025-05-01
0;7;MFR250000638;2025-05-01
0;7;MF00000030146;2025-05-01
0;3;MBL250003995;2025-05-01
0;7;MFR250000639;2025-05-01
0;7;MFR250000640;2025-05-01
0;7;MFR250000641;2025-05-01
0;7;MFR250000642;2025-05-01
0;7;MFR250000643;2025-05-01
0;4;MBR250000534;2025-05-01
0;4;MBR250000535;2025-05-01
0;4;MBR250000536;2025-05-01
0;4;MBR250000537;2025-05-01
1;13;MBL250001315;2025-05-01
0;3;MBL250003996;2025-05-01
0;7;MF00000030147;2025-05-01
0;7;MF00000030148;2025-05-01
0;4;MBR250000538;2025-05-02
1;13;MBL250001316;2025-05-02
0;7;MF00000030149;2025-05-02
0;7;MF00000030150;2025-05-02
0;3;MBL250004001;2025-05-02
0;7;MF00000030151;2025-05-02
0;7;MF00000030152;2025-05-02
0;3;MBL250004002;2025-05-02
1;13;MBL250001317;2025-05-02
0;7;MFR250000644;2025-05-02
1;17;AMR250000071;2025-05-02
0;4;MBR250000539;2025-05-02
0;7;MFR250000645;2025-05-02
0;7;MFR250000646;2025-05-02
0;7;MFR250000647;2025-05-02
0;3;MBL250004003;2025-05-02
1;13;MBL250001318;2025-05-02
0;4;MBR250000540;2025-05-02
0;3;MBL250004004;2025-05-02
0;3;MBL250004005;2025-05-02
0;3;MBL250004008;2025-05-02
1;13;MBL250001319;2025-05-02
1;13;MBL250001320;2025-05-02
0;3;MBL250004011;2025-05-02
1;13;MBL250001321;2025-05-02
0;7;MF00000030153;2025-05-02
1;16;AM250000851;2025-05-02
2;21;MSM250000003;2025-05-02
2;21;MSM250000004;2025-05-02
0;7;MF00000030154;2025-05-02
0;7;MFR250000648;2025-05-02
0;7;MFR250000649;2025-05-02
0;7;MFR250000650;2025-05-02
0;7;MF00000030155;2025-05-02
0;7;MF00000030156;2025-05-02
0;7;MF00000030157;2025-05-02
0;7;MF00000030158;2025-05-02
0;7;MF00000030159;2025-05-02
0;7;MF00000030160;2025-05-02
0;7;MF00000030161;2025-05-02
1;17;AM250000852;2025-05-02
0;7;MF00000030162;2025-05-02
0;7;MF00000030163;2025-05-02
0;7;MF00000030164;2025-05-02
1;17;AM250000853;2025-05-02
0;7;MF00000030165;2025-05-02
0;7;MF00000030166;2025-05-02
0;7;MF00000030167;2025-05-02
1;17;AM250000854;2025-05-02
1;17;AM250000855;2025-05-02
0;7;MF00000030168;2025-05-02
0;7;MF00000030169;2025-05-02
1;17;AM250000856;2025-05-02
0;7;MF00000030170;2025-05-02
1;17;AM250000857;2025-05-02
1;17;AM250000858;2025-05-02
1;17;AM250000859;2025-05-02
0;3;MBL250004037;2025-05-02
1;13;MBL250001323;2025-05-02
1;13;MBL250001324;2025-05-02
0;3;MBL250004039;2025-05-02
0;7;MF00000030171;2025-05-02
0;3;MBL250004040;2025-05-02
0;7;MF00000030172;2025-05-03
0;7;MFR250000651;2025-05-03
0;7;MFR250000652;2025-05-03
0;4;MBR250000542;2025-05-03
0;4;MBR250000543;2025-05-03
0;3;MBL250004042;2025-05-03
0;7;MFR250000653;2025-05-03
0;7;MF00000030173;2025-05-03
0;7;MF00000030174;2025-05-03
0;7;MFR250000654;2025-05-03
0;3;MBL250004043;2025-05-03
1;13;MBL250001326;2025-05-03
0;4;MBR250000544;2025-05-03
0;7;MF00000030175;2025-05-03
0;3;MBL250004044;2025-05-03
0;7;MF00000030176;2025-05-03
0;7;MF00000030177;2025-05-03
0;7;MF00000030178;2025-05-03
1;17;AM250000860;2025-05-03
0;7;MF00000030179;2025-05-03
1;13;MBL250001327;2025-05-03
1;13;MBL250001328;2025-05-03
0;7;MF00000030180;2025-05-03
2;21;MSM250000005;2025-05-03
1;17;AM250000861;2025-05-03
0;4;MBR250000545;2025-05-03
0;7;MF00000030181;2025-05-03
0;4;MBR250000546;2025-05-03
0;4;MBR250000547;2025-05-03
0;7;MF00000030182;2025-05-03
1;17;AM250000862;2025-05-03
1;17;AM250000863;2025-05-03
1;17;AM250000864;2025-05-03
1;17;AM250000865;2025-05-03
1;13;MBL250001329;2025-05-03
0;7;MF00000030183;2025-05-03
1;13;MBL250001330;2025-05-03
0;7;MF00000030184;2025-05-03
0;7;MFR250000655;2025-05-03
1;17;AM250000866;2025-05-05
0;7;MF00000030185;2025-05-05
0;7;MF00000030186;2025-05-05
0;7;MF00000030187;2025-05-05
0;7;MF00000030188;2025-05-05
0;7;MF00000030189;2025-05-05
0;7;MF00000030190;2025-05-05
0;7;MF00000030191;2025-05-05
0;3;MBL250004060;2025-05-05
0;7;MF00000030192;2025-05-05
0;7;MF00000030193;2025-05-05
0;7;MF00000030194;2025-05-05
0;7;MF00000030195;2025-05-05
0;7;MF00000030196;2025-05-05
0;7;MF00000030197;2025-05-05
0;3;MBL250004062;2025-05-05
0;7;MF00000030198;2025-05-05
0;7;MF00000030199;2025-05-05
0;7;MF00000030200;2025-05-05
0;7;MF00000030201;2025-05-05
0;7;MF00000030202;2025-05-05
0;7;MF00000030203;2025-05-05
0;3;MBL250004066;2025-05-05
0;7;MF00000030204;2025-05-05
0;7;MF00000030205;2025-05-05
0;7;MF00000030206;2025-05-05
0;7;MF00000030207;2025-05-05
0;7;MFR250000656;2025-05-05
0;7;MF00000030208;2025-05-05
0;3;MBL250004073;2025-05-05
0;7;MF00000030209;2025-05-05
0;7;MF00000030210;2025-05-05
0;7;MF00000030211;2025-05-05
0;7;MF00000030212;2025-05-05
0;3;MBL250004077;2025-05-05
0;4;MBR250000548;2025-05-05
0;4;MBR250000549;2025-05-05
1;13;MBL250001332;2025-05-05
0;7;MFR250000657;2025-05-05
0;3;MBL250004078;2025-05-05
0;7;MFR250000658;2025-05-05
0;7;MFR250000659;2025-05-05
1;13;MBL250001333;2025-05-05
1;13;MBL250001334;2025-05-05
0;7;MF00000030213;2025-05-05
0;7;MF00000030214;2025-05-05
0;7;MF00000030215;2025-05-05
0;4;MBR250000550;2025-05-05
1;17;AM250000867;2025-05-05
1;13;MBL250001335;2025-05-05
1;17;AM250000868;2025-05-05
1;13;MBL250001338;2025-05-05
0;7;MF00000030216;2025-05-05
1;17;AM250000869;2025-05-05
1;13;MBL250001339;2025-05-05
0;7;MF00000030217;2025-05-05
0;7;MF00000030218;2025-05-05
0;7;MF00000030219;2025-05-05
0;7;MF00000030220;2025-05-05
0;7;MF00000030221;2025-05-05
1;17;AM250000870;2025-05-05
0;7;MF00000030222;2025-05-05
0;7;MF00000030223;2025-05-05
1;17;AM250000871;2025-05-05
1;13;MBL250001340;2025-05-05
1;17;AM250000872;2025-05-05
0;7;MF00000030224;2025-05-05
0;7;MF00000030225;2025-05-05
0;7;MF00000030226;2025-05-05
0;7;MF00000030227;2025-05-05
0;7;MF00000030228;2025-05-05
0;7;MF00000030229;2025-05-05
1;13;MBL250001341;2025-05-05
0;7;MF00000030230;2025-05-05
1;17;AM250000873;2025-05-05
1;17;AM250000874;2025-05-05
1;13;MBL250001342;2025-05-05
1;13;MBL250001343;2025-05-05
1;13;MBL250001345;2025-05-05
0;4;MBR250000551;2025-05-05
0;7;MF00000030231;2025-05-05
0;4;MBR250000552;2025-05-05
0;4;MBR250000553;2025-05-05
0;3;MBL250004113;2025-05-05
1;13;MBL250001348;2025-05-05
1;13;MBL250001349;2025-05-05
0;7;MF00000030232;2025-05-05
0;7;MFR250000660;2025-05-05
0;7;MF00000030233;2025-05-05
0;7;MF00000030234;2025-05-05
0;7;MF00000030235;2025-05-06
0;7;MF00000030236;2025-05-06
0;7;MF00000030237;2025-05-06
